branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Doniphan County Library - Wathena",2023-05-03,Wednesday,"10:00 - 10:59",1,0,1,2,1,0,1
"Doniphan County Library - Wathena",2023-05-03,Wednesday,"11:00 - 11:59",0,0,21,21,0,0,
"Doniphan County Library - Wathena",2023-05-03,Wednesday,"12:00 - 12:59",0,17,2,19,0,1,1
"Doniphan County Library - Wathena",2023-05-03,Wednesday,"13:00 - 13:59",2,0,7,9,1,0,1
"Doniphan County Library - Wathena",2023-05-03,Wednesday,"15:00 - 15:59",0,0,4,4,0,0,
"Doniphan County Library - Wathena",2023-05-03,Wednesday,"16:00 - 16:59",9,0,0,9,2,0,2
"Doniphan County Library - Wathena",2023-05-04,Thursday,"11:00 - 11:59",2,0,0,2,1,0,1
"Doniphan County Library - Wathena",2023-05-04,Thursday,"14:00 - 14:59",0,0,12,12,0,0,
"Doniphan County Library - Wathena",2023-05-04,Thursday,"16:00 - 16:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-05,Friday,"9:00 - 9:59",0,0,4,4,0,0,
"Doniphan County Library - Wathena",2023-05-05,Friday,"10:00 - 10:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-05,Friday,"13:00 - 13:59",0,0,5,5,0,0,
"Doniphan County Library - Wathena",2023-05-05,Friday,"14:00 - 14:59",9,0,3,12,2,0,2
"Doniphan County Library - Wathena",2023-05-05,Friday,"15:00 - 15:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-05,Friday,"16:00 - 16:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-06,Saturday,"9:00 - 9:59",5,0,1,6,1,0,1
"Doniphan County Library - Wathena",2023-05-06,Saturday,"11:00 - 11:59",0,1,1,2,0,1,1
"Doniphan County Library - Wathena",2023-05-07,Sunday,"7:00 - 7:59",0,7,0,7,0,1,1
"Doniphan County Library - Wathena",2023-05-08,Monday,"9:00 - 9:59",0,0,5,5,0,0,
"Doniphan County Library - Wathena",2023-05-08,Monday,"10:00 - 10:59",8,0,42,50,2,0,2
"Doniphan County Library - Wathena",2023-05-08,Monday,"11:00 - 11:59",11,0,0,11,2,0,2
"Doniphan County Library - Wathena",2023-05-08,Monday,"12:00 - 12:59",5,0,1,6,2,0,2
"Doniphan County Library - Wathena",2023-05-08,Monday,"13:00 - 13:59",1,0,2,3,1,0,1
"Doniphan County Library - Wathena",2023-05-08,Monday,"14:00 - 14:59",3,0,1,4,2,0,2
"Doniphan County Library - Wathena",2023-05-08,Monday,"16:00 - 16:59",4,0,0,4,2,0,2
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"9:00 - 9:59",4,3,8,15,1,2,2
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"10:00 - 10:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"11:00 - 11:59",4,3,5,12,2,1,2
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"12:00 - 12:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"13:00 - 13:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"14:00 - 14:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"15:00 - 15:59",0,2,4,6,0,1,1
"Doniphan County Library - Wathena",2023-05-10,Wednesday,"16:00 - 16:59",5,0,0,5,2,0,2
"Doniphan County Library - Wathena",2023-05-11,Thursday,"9:00 - 9:59",1,0,12,13,1,0,1
"Doniphan County Library - Wathena",2023-05-11,Thursday,"10:00 - 10:59",0,0,11,11,0,0,
"Doniphan County Library - Wathena",2023-05-11,Thursday,"12:00 - 12:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-11,Thursday,"13:00 - 13:59",2,0,1,3,1,0,1
"Doniphan County Library - Wathena",2023-05-11,Thursday,"15:00 - 15:59",3,0,2,5,1,0,1
"Doniphan County Library - Wathena",2023-05-11,Thursday,"16:00 - 16:59",3,0,2,5,1,0,1
"Doniphan County Library - Wathena",2023-05-12,Friday,"10:00 - 10:59",4,0,0,4,1,0,1
"Doniphan County Library - Wathena",2023-05-12,Friday,"11:00 - 11:59",7,0,7,14,1,0,1
"Doniphan County Library - Wathena",2023-05-12,Friday,"12:00 - 12:59",3,0,2,5,1,0,1
"Doniphan County Library - Wathena",2023-05-12,Friday,"16:00 - 16:59",0,0,15,15,0,0,
"Doniphan County Library - Wathena",2023-05-13,Saturday,"8:00 - 8:59",0,0,6,6,0,0,
"Doniphan County Library - Wathena",2023-05-13,Saturday,"10:00 - 10:59",2,0,1,3,1,0,1
"Doniphan County Library - Wathena",2023-05-13,Saturday,"11:00 - 11:59",5,1,7,13,1,1,1
"Doniphan County Library - Wathena",2023-05-15,Monday,"9:00 - 9:59",0,0,10,10,0,0,
"Doniphan County Library - Wathena",2023-05-15,Monday,"10:00 - 10:59",0,0,50,50,0,0,
"Doniphan County Library - Wathena",2023-05-15,Monday,"11:00 - 11:59",12,5,26,43,3,2,3
"Doniphan County Library - Wathena",2023-05-15,Monday,"12:00 - 12:59",2,0,1,3,1,0,1
"Doniphan County Library - Wathena",2023-05-15,Monday,"14:00 - 14:59",0,1,0,1,0,1,1
"Doniphan County Library - Wathena",2023-05-15,Monday,"15:00 - 15:59",3,0,1,4,2,0,2
"Doniphan County Library - Wathena",2023-05-15,Monday,"16:00 - 16:59",0,0,5,5,0,0,
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"9:00 - 9:59",0,1,0,1,0,1,1
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"10:00 - 10:59",6,0,0,6,2,0,2
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"11:00 - 11:59",0,2,2,4,0,1,1
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"12:00 - 12:59",3,0,0,3,1,0,1
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"13:00 - 13:59",2,0,1,3,1,0,1
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"14:00 - 14:59",1,3,0,4,1,1,1
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"15:00 - 15:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-16,Tuesday,"16:00 - 16:59",4,0,4,8,1,0,1
"Doniphan County Library - Wathena",2023-05-17,Wednesday,"9:00 - 9:59",0,0,19,19,0,0,
"Doniphan County Library - Wathena",2023-05-17,Wednesday,"11:00 - 11:59",0,0,17,17,0,0,
"Doniphan County Library - Wathena",2023-05-17,Wednesday,"13:00 - 13:59",0,0,4,4,0,0,
"Doniphan County Library - Wathena",2023-05-17,Wednesday,"14:00 - 14:59",2,8,2,12,1,1,1
"Doniphan County Library - Wathena",2023-05-17,Wednesday,"15:00 - 15:59",4,0,0,4,2,0,2
"Doniphan County Library - Wathena",2023-05-17,Wednesday,"16:00 - 16:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-18,Thursday,"9:00 - 9:59",0,0,6,6,0,0,
"Doniphan County Library - Wathena",2023-05-18,Thursday,"10:00 - 10:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-18,Thursday,"11:00 - 11:59",1,1,1,3,1,1,1
"Doniphan County Library - Wathena",2023-05-18,Thursday,"12:00 - 12:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-18,Thursday,"14:00 - 14:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-18,Thursday,"16:00 - 16:59",0,13,0,13,0,1,1
"Doniphan County Library - Wathena",2023-05-19,Friday,"9:00 - 9:59",4,1,1,6,1,1,1
"Doniphan County Library - Wathena",2023-05-19,Friday,"11:00 - 11:59",0,0,10,10,0,0,
"Doniphan County Library - Wathena",2023-05-19,Friday,"12:00 - 12:59",0,1,1,2,0,1,1
"Doniphan County Library - Wathena",2023-05-19,Friday,"13:00 - 13:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-19,Friday,"14:00 - 14:59",0,2,0,2,0,1,1
"Doniphan County Library - Wathena",2023-05-19,Friday,"16:00 - 16:59",5,0,3,8,2,0,2
"Doniphan County Library - Wathena",2023-05-20,Saturday,"8:00 - 8:59",0,0,4,4,0,0,
"Doniphan County Library - Wathena",2023-05-20,Saturday,"9:00 - 9:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-20,Saturday,"10:00 - 10:59",9,0,2,11,2,0,2
"Doniphan County Library - Wathena",2023-05-20,Saturday,"12:00 - 12:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-22,Monday,"9:00 - 9:59",0,1,5,6,0,1,1
"Doniphan County Library - Wathena",2023-05-22,Monday,"10:00 - 10:59",18,1,41,60,2,1,2
"Doniphan County Library - Wathena",2023-05-22,Monday,"11:00 - 11:59",13,2,0,15,4,1,5
"Doniphan County Library - Wathena",2023-05-22,Monday,"13:00 - 13:59",3,0,4,7,2,0,2
"Doniphan County Library - Wathena",2023-05-22,Monday,"14:00 - 14:59",0,2,1,3,0,1,1
"Doniphan County Library - Wathena",2023-05-22,Monday,"16:00 - 16:59",2,0,0,2,1,0,1
"Doniphan County Library - Wathena",2023-05-23,Tuesday,"8:00 - 8:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-23,Tuesday,"9:00 - 9:59",0,0,6,6,0,0,
"Doniphan County Library - Wathena",2023-05-23,Tuesday,"10:00 - 10:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-23,Tuesday,"11:00 - 11:59",0,0,4,4,0,0,
"Doniphan County Library - Wathena",2023-05-23,Tuesday,"13:00 - 13:59",0,0,29,29,0,0,
"Doniphan County Library - Wathena",2023-05-24,Wednesday,"13:00 - 13:59",9,3,1,13,3,1,3
"Doniphan County Library - Wathena",2023-05-24,Wednesday,"14:00 - 14:59",3,0,14,17,2,0,2
"Doniphan County Library - Wathena",2023-05-24,Wednesday,"15:00 - 15:59",7,2,30,39,3,2,4
"Doniphan County Library - Wathena",2023-05-24,Wednesday,"16:00 - 16:59",2,0,1,3,1,0,1
"Doniphan County Library - Wathena",2023-05-25,Thursday,"9:00 - 9:59",0,1,14,15,0,1,1
"Doniphan County Library - Wathena",2023-05-25,Thursday,"10:00 - 10:59",5,0,0,5,1,0,1
"Doniphan County Library - Wathena",2023-05-25,Thursday,"11:00 - 11:59",5,0,0,5,2,0,2
"Doniphan County Library - Wathena",2023-05-25,Thursday,"13:00 - 13:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-25,Thursday,"22:00 - 22:59",0,4,0,4,0,1,1
"Doniphan County Library - Wathena",2023-05-25,Thursday,"23:00 - 23:59",0,9,0,9,0,1,1
"Doniphan County Library - Wathena",2023-05-26,Friday,"10:00 - 10:59",0,4,6,10,0,1,1
"Doniphan County Library - Wathena",2023-05-26,Friday,"11:00 - 11:59",0,0,4,4,0,0,
"Doniphan County Library - Wathena",2023-05-26,Friday,"12:00 - 12:59",4,0,6,10,2,0,2
"Doniphan County Library - Wathena",2023-05-26,Friday,"13:00 - 13:59",1,0,1,2,1,0,1
"Doniphan County Library - Wathena",2023-05-26,Friday,"15:00 - 15:59",1,0,3,4,1,0,1
"Doniphan County Library - Wathena",2023-05-30,Tuesday,"8:00 - 8:59",0,9,14,23,0,2,2
"Doniphan County Library - Wathena",2023-05-30,Tuesday,"10:00 - 10:59",2,0,0,2,1,0,1
"Doniphan County Library - Wathena",2023-05-30,Tuesday,"11:00 - 11:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-30,Tuesday,"13:00 - 13:59",1,1,0,2,1,1,2
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"9:00 - 9:59",0,0,2,2,0,0,
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"10:00 - 10:59",3,0,0,3,1,0,1
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"11:00 - 11:59",0,0,1,1,0,0,
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"12:00 - 12:59",1,0,0,1,1,0,1
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"13:00 - 13:59",8,10,4,22,3,1,3
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"14:00 - 14:59",2,0,1,3,1,0,1
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"15:00 - 15:59",0,1,0,1,0,1,1
"Doniphan County Library - Wathena",2023-05-31,Wednesday,"16:00 - 16:59",0,0,3,3,0,0,
"Effingham Community Library",2023-05-01,Monday,"10:00 - 10:59",0,0,4,4,0,0,
"Effingham Community Library",2023-05-01,Monday,"12:00 - 12:59",3,0,1,4,1,0,1
"Effingham Community Library",2023-05-01,Monday,"13:00 - 13:59",0,0,16,16,0,0,
"Effingham Community Library",2023-05-01,Monday,"18:00 - 18:59",3,0,8,11,1,0,1
"Effingham Community Library",2023-05-01,Monday,"19:00 - 19:59",2,0,2,4,2,0,2
"Effingham Community Library",2023-05-02,Tuesday,"13:00 - 13:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-02,Tuesday,"15:00 - 15:59",3,0,3,6,1,0,1
"Effingham Community Library",2023-05-02,Tuesday,"16:00 - 16:59",1,7,0,8,1,1,1
"Effingham Community Library",2023-05-02,Tuesday,"17:00 - 17:59",4,0,11,15,2,0,2
"Effingham Community Library",2023-05-03,Wednesday,"10:00 - 10:59",3,0,5,8,1,0,1
"Effingham Community Library",2023-05-03,Wednesday,"11:00 - 11:59",0,0,2,2,0,0,
"Effingham Community Library",2023-05-03,Wednesday,"13:00 - 13:59",7,0,24,31,3,0,3
"Effingham Community Library",2023-05-03,Wednesday,"15:00 - 15:59",10,4,8,22,3,1,3
"Effingham Community Library",2023-05-04,Thursday,"13:00 - 13:59",1,4,15,20,1,1,1
"Effingham Community Library",2023-05-04,Thursday,"14:00 - 14:59",0,0,3,3,0,0,
"Effingham Community Library",2023-05-04,Thursday,"17:00 - 17:59",1,1,1,3,1,1,1
"Effingham Community Library",2023-05-05,Friday,"11:00 - 11:59",9,0,8,17,2,0,2
"Effingham Community Library",2023-05-05,Friday,"13:00 - 13:59",1,0,21,22,1,0,1
"Effingham Community Library",2023-05-06,Saturday,"10:00 - 10:59",4,0,6,10,1,0,1
"Effingham Community Library",2023-05-06,Saturday,"11:00 - 11:59",5,0,0,5,3,0,3
"Effingham Community Library",2023-05-06,Saturday,"12:00 - 12:59",1,0,0,1,1,0,1
"Effingham Community Library",2023-05-08,Monday,"10:00 - 10:59",0,0,5,5,0,0,
"Effingham Community Library",2023-05-08,Monday,"11:00 - 11:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-08,Monday,"12:00 - 12:59",3,0,1,4,1,0,1
"Effingham Community Library",2023-05-08,Monday,"14:00 - 14:59",1,1,5,7,1,1,1
"Effingham Community Library",2023-05-08,Monday,"15:00 - 15:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-09,Tuesday,"13:00 - 13:59",4,0,3,7,2,0,2
"Effingham Community Library",2023-05-09,Tuesday,"15:00 - 15:59",33,0,33,66,1,0,1
"Effingham Community Library",2023-05-09,Tuesday,"16:00 - 16:59",1,5,1,7,1,2,2
"Effingham Community Library",2023-05-10,Wednesday,"10:00 - 10:59",0,0,2,2,0,0,
"Effingham Community Library",2023-05-10,Wednesday,"11:00 - 11:59",7,0,4,11,1,0,1
"Effingham Community Library",2023-05-10,Wednesday,"12:00 - 12:59",0,0,23,23,0,0,
"Effingham Community Library",2023-05-10,Wednesday,"15:00 - 15:59",0,0,4,4,0,0,
"Effingham Community Library",2023-05-11,Thursday,"13:00 - 13:59",0,0,2,2,0,0,
"Effingham Community Library",2023-05-11,Thursday,"14:00 - 14:59",2,0,1,3,1,0,1
"Effingham Community Library",2023-05-11,Thursday,"15:00 - 15:59",6,0,4,10,3,0,3
"Effingham Community Library",2023-05-13,Saturday,"10:00 - 10:59",1,0,18,19,1,0,1
"Effingham Community Library",2023-05-13,Saturday,"11:00 - 11:59",5,0,0,5,2,0,2
"Effingham Community Library",2023-05-15,Monday,"10:00 - 10:59",1,1,6,8,1,1,1
"Effingham Community Library",2023-05-15,Monday,"12:00 - 12:59",0,0,3,3,0,0,
"Effingham Community Library",2023-05-15,Monday,"13:00 - 13:59",0,0,12,12,0,0,
"Effingham Community Library",2023-05-15,Monday,"14:00 - 14:59",20,1,21,42,1,1,1
"Effingham Community Library",2023-05-15,Monday,"15:00 - 15:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-15,Monday,"16:00 - 16:59",1,4,0,5,1,1,2
"Effingham Community Library",2023-05-16,Tuesday,"13:00 - 13:59",0,0,15,15,0,0,
"Effingham Community Library",2023-05-16,Tuesday,"14:00 - 14:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-16,Tuesday,"15:00 - 15:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-17,Wednesday,"10:00 - 10:59",0,0,4,4,0,0,
"Effingham Community Library",2023-05-17,Wednesday,"12:00 - 12:59",0,0,18,18,0,0,
"Effingham Community Library",2023-05-17,Wednesday,"13:00 - 13:59",12,0,8,20,5,0,5
"Effingham Community Library",2023-05-17,Wednesday,"14:00 - 14:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-17,Wednesday,"15:00 - 15:59",4,0,3,7,1,0,1
"Effingham Community Library",2023-05-18,Thursday,"13:00 - 13:59",5,0,7,12,1,0,1
"Effingham Community Library",2023-05-18,Thursday,"14:00 - 14:59",6,10,5,21,3,1,3
"Effingham Community Library",2023-05-18,Thursday,"15:00 - 15:59",14,0,0,14,3,0,3
"Effingham Community Library",2023-05-18,Thursday,"16:00 - 16:59",2,0,17,19,2,0,2
"Effingham Community Library",2023-05-18,Thursday,"17:00 - 17:59",6,0,0,6,1,0,1
"Effingham Community Library",2023-05-18,Thursday,"18:00 - 18:59",1,0,0,1,1,0,1
"Effingham Community Library",2023-05-19,Friday,"10:00 - 10:59",0,0,11,11,0,0,
"Effingham Community Library",2023-05-19,Friday,"11:00 - 11:59",4,36,2,42,1,12,12
"Effingham Community Library",2023-05-19,Friday,"12:00 - 12:59",1,0,3,4,1,0,1
"Effingham Community Library",2023-05-19,Friday,"13:00 - 13:59",2,0,12,14,2,0,2
"Effingham Community Library",2023-05-20,Saturday,"10:00 - 10:59",11,0,2,13,4,0,4
"Effingham Community Library",2023-05-20,Saturday,"11:00 - 11:59",8,0,2,10,3,0,3
"Effingham Community Library",2023-05-22,Monday,"10:00 - 10:59",0,0,17,17,0,0,
"Effingham Community Library",2023-05-22,Monday,"11:00 - 11:59",4,0,0,4,1,0,1
"Effingham Community Library",2023-05-22,Monday,"12:00 - 12:59",14,0,8,22,5,0,5
"Effingham Community Library",2023-05-22,Monday,"13:00 - 13:59",1,0,8,9,1,0,1
"Effingham Community Library",2023-05-22,Monday,"14:00 - 14:59",13,0,8,21,4,0,4
"Effingham Community Library",2023-05-22,Monday,"15:00 - 15:59",3,0,1,4,1,0,1
"Effingham Community Library",2023-05-23,Tuesday,"15:00 - 15:59",3,2,3,8,3,1,3
"Effingham Community Library",2023-05-23,Tuesday,"16:00 - 16:59",4,0,8,12,2,0,2
"Effingham Community Library",2023-05-23,Tuesday,"17:00 - 17:59",0,1,2,3,0,1,1
"Effingham Community Library",2023-05-24,Wednesday,"10:00 - 10:59",0,0,4,4,0,0,
"Effingham Community Library",2023-05-24,Wednesday,"11:00 - 11:59",0,0,3,3,0,0,
"Effingham Community Library",2023-05-24,Wednesday,"12:00 - 12:59",0,0,2,2,0,0,
"Effingham Community Library",2023-05-24,Wednesday,"13:00 - 13:59",2,0,0,2,1,0,1
"Effingham Community Library",2023-05-24,Wednesday,"14:00 - 14:59",2,9,0,11,1,1,2
"Effingham Community Library",2023-05-25,Thursday,"13:00 - 13:59",6,0,10,16,1,0,1
"Effingham Community Library",2023-05-25,Thursday,"14:00 - 14:59",0,0,1,1,0,0,
"Effingham Community Library",2023-05-25,Thursday,"17:00 - 17:59",6,0,4,10,2,0,2
"Effingham Community Library",2023-05-26,Friday,"10:00 - 10:59",0,0,12,12,0,0,
"Effingham Community Library",2023-05-26,Friday,"11:00 - 11:59",2,0,2,4,1,0,1
"Effingham Community Library",2023-05-26,Friday,"12:00 - 12:59",1,0,1,2,1,0,1
"Effingham Community Library",2023-05-26,Friday,"13:00 - 13:59",1,0,46,47,1,0,1
"Effingham Community Library",2023-05-27,Saturday,"10:00 - 10:59",19,0,7,26,4,0,4
"Effingham Community Library",2023-05-27,Saturday,"11:00 - 11:59",3,0,0,3,1,0,1
"Effingham Community Library",2023-05-30,Tuesday,"13:00 - 13:59",6,0,18,24,2,0,2
"Effingham Community Library",2023-05-30,Tuesday,"14:00 - 14:59",2,0,0,2,1,0,1
"Effingham Community Library",2023-05-30,Tuesday,"15:00 - 15:59",14,0,4,18,5,0,5
"Effingham Community Library",2023-05-30,Tuesday,"16:00 - 16:59",4,0,1,5,3,0,3
"Effingham Community Library",2023-05-30,Tuesday,"17:00 - 17:59",1,2,4,7,1,1,2
"Effingham Community Library",2023-05-31,Wednesday,"10:00 - 10:59",39,1,21,61,7,1,7
"Effingham Community Library",2023-05-31,Wednesday,"11:00 - 11:59",12,0,24,36,5,0,5
"Effingham Community Library",2023-05-31,Wednesday,"12:00 - 12:59",1,5,8,14,1,1,2
"Effingham Community Library",2023-05-31,Wednesday,"13:00 - 13:59",5,4,22,31,4,2,4
"Effingham Community Library",2023-05-31,Wednesday,"14:00 - 14:59",0,0,4,4,0,0,
"Effingham Community Library",2023-05-31,Wednesday,"19:00 - 19:59",0,1,0,1,0,1,1
"Eudora Community Library",2023-05-01,Monday,"5:00 - 5:59",0,1,0,1,0,1,1
"Eudora Community Library",2023-05-01,Monday,"7:00 - 7:59",0,2,0,2,0,1,1
"Eudora Community Library",2023-05-01,Monday,"8:00 - 8:59",0,0,18,18,0,0,
"Eudora Community Library",2023-05-01,Monday,"9:00 - 9:59",29,4,26,59,5,2,7
"Eudora Community Library",2023-05-01,Monday,"10:00 - 10:59",19,0,4,23,10,0,10
"Eudora Community Library",2023-05-01,Monday,"11:00 - 11:59",1,0,34,35,1,0,1
"Eudora Community Library",2023-05-01,Monday,"12:00 - 12:59",11,0,8,19,3,0,3
"Eudora Community Library",2023-05-01,Monday,"13:00 - 13:59",2,5,3,10,2,2,3
"Eudora Community Library",2023-05-01,Monday,"14:00 - 14:59",2,2,0,4,1,1,2
"Eudora Community Library",2023-05-01,Monday,"15:00 - 15:59",40,7,56,103,1,1,2
"Eudora Community Library",2023-05-01,Monday,"16:00 - 16:59",20,3,33,56,4,2,5
"Eudora Community Library",2023-05-01,Monday,"17:00 - 17:59",1,4,10,15,1,2,2
"Eudora Community Library",2023-05-01,Monday,"18:00 - 18:59",15,0,9,24,4,0,4
"Eudora Community Library",2023-05-01,Monday,"19:00 - 19:59",1,0,1,2,1,0,1
"Eudora Community Library",2023-05-01,Monday,"21:00 - 21:59",0,1,0,1,0,1,1
"Eudora Community Library",2023-05-02,Tuesday,"8:00 - 8:59",0,1,0,1,0,1,1
"Eudora Community Library",2023-05-02,Tuesday,"9:00 - 9:59",3,0,11,14,1,0,1
"Eudora Community Library",2023-05-02,Tuesday,"10:00 - 10:59",8,0,33,41,3,0,3
"Eudora Community Library",2023-05-02,Tuesday,"12:00 - 12:59",1,2,0,3,1,2,3
"Eudora Community Library",2023-05-02,Tuesday,"13:00 - 13:59",1,0,0,1,1,0,1
"Eudora Community Library",2023-05-02,Tuesday,"14:00 - 14:59",9,0,9,18,3,0,3
"Eudora Community Library",2023-05-02,Tuesday,"15:00 - 15:59",22,0,21,43,4,0,4
"Eudora Community Library",2023-05-02,Tuesday,"16:00 - 16:59",4,11,5,20,1,3,3
"Eudora Community Library",2023-05-02,Tuesday,"17:00 - 17:59",7,13,9,29,2,2,3
"Eudora Community Library",2023-05-02,Tuesday,"18:00 - 18:59",2,0,0,2,1,0,1
"Eudora Community Library",2023-05-03,Wednesday,"7:00 - 7:59",0,2,0,2,0,1,1
"Eudora Community Library",2023-05-03,Wednesday,"8:00 - 8:59",0,0,23,23,0,0,
"Eudora Community Library",2023-05-03,Wednesday,"9:00 - 9:59",1,2,13,16,1,2,3
"Eudora Community Library",2023-05-03,Wednesday,"10:00 - 10:59",0,0,52,52,0,0,
"Eudora Community Library",2023-05-03,Wednesday,"11:00 - 11:59",13,0,75,88,5,0,5
"Eudora Community Library",2023-05-03,Wednesday,"12:00 - 12:59",21,1,23,45,5,1,5
"Eudora Community Library",2023-05-03,Wednesday,"13:00 - 13:59",8,0,8,16,6,0,6
"Eudora Community Library",2023-05-03,Wednesday,"14:00 - 14:59",25,1,25,51,3,1,4
"Eudora Community Library",2023-05-03,Wednesday,"15:00 - 15:59",9,13,2,24,4,2,5
"Eudora Community Library",2023-05-03,Wednesday,"16:00 - 16:59",1,0,0,1,1,0,1
"Eudora Community Library",2023-05-03,Wednesday,"17:00 - 17:59",3,0,2,5,2,0,2
"Eudora Community Library",2023-05-03,Wednesday,"18:00 - 18:59",0,1,2,3,0,1,1
"Eudora Community Library",2023-05-04,Thursday,"9:00 - 9:59",1,0,22,23,1,0,1
"Eudora Community Library",2023-05-04,Thursday,"10:00 - 10:59",37,6,30,73,4,2,6
"Eudora Community Library",2023-05-04,Thursday,"11:00 - 11:59",12,1,19,32,5,1,5
"Eudora Community Library",2023-05-04,Thursday,"12:00 - 12:59",5,0,6,11,3,0,3
"Eudora Community Library",2023-05-04,Thursday,"13:00 - 13:59",0,0,5,5,0,0,
"Eudora Community Library",2023-05-04,Thursday,"14:00 - 14:59",13,2,2,17,3,1,4
"Eudora Community Library",2023-05-04,Thursday,"15:00 - 15:59",4,0,12,16,3,0,3
"Eudora Community Library",2023-05-04,Thursday,"16:00 - 16:59",1,1,16,18,1,1,1
"Eudora Community Library",2023-05-04,Thursday,"17:00 - 17:59",7,1,0,8,3,1,3
"Eudora Community Library",2023-05-04,Thursday,"21:00 - 21:59",0,1,0,1,0,1,1
"Eudora Community Library",2023-05-05,Friday,"9:00 - 9:59",1,0,8,9,1,0,1
"Eudora Community Library",2023-05-05,Friday,"10:00 - 10:59",17,1,24,42,3,1,3
"Eudora Community Library",2023-05-05,Friday,"11:00 - 11:59",0,0,15,15,0,0,
"Eudora Community Library",2023-05-05,Friday,"12:00 - 12:59",1,0,1,2,1,0,1
"Eudora Community Library",2023-05-05,Friday,"13:00 - 13:59",2,3,3,8,2,1,3
"Eudora Community Library",2023-05-05,Friday,"14:00 - 14:59",20,1,7,28,4,1,4
"Eudora Community Library",2023-05-05,Friday,"15:00 - 15:59",10,0,3,13,3,0,3
"Eudora Community Library",2023-05-05,Friday,"16:00 - 16:59",12,0,6,18,5,0,5
"Eudora Community Library",2023-05-06,Saturday,"8:00 - 8:59",0,0,29,29,0,0,
"Eudora Community Library",2023-05-06,Saturday,"9:00 - 9:59",0,0,3,3,0,0,
"Eudora Community Library",2023-05-06,Saturday,"10:00 - 10:59",18,0,9,27,4,0,4
"Eudora Community Library",2023-05-06,Saturday,"11:00 - 11:59",16,0,12,28,5,0,5
"Eudora Community Library",2023-05-06,Saturday,"12:00 - 12:59",14,0,9,23,4,0,4
"Eudora Community Library",2023-05-06,Saturday,"21:00 - 21:59",0,1,0,1,0,1,1
"Eudora Community Library",2023-05-06,Saturday,"23:00 - 23:59",0,16,0,16,0,1,1
"Eudora Community Library",2023-05-07,Sunday,"7:00 - 7:59",0,1,1,2,0,1,1
"Eudora Community Library",2023-05-07,Sunday,"18:00 - 18:59",0,0,1,1,0,0,
"Eudora Community Library",2023-05-08,Monday,"8:00 - 8:59",0,3,25,28,0,1,1
