branchname,"ITEM TYPE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Prairie Hills Schools - Sabetha High School","Special collections (no requests allowed)",394,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Story walk",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Artwork",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Cooking equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Die cut equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Equipment",42,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Kansas Parks Pass",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Museum pass / event pass",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Recreation and sports",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Things : Tools",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School",Video,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (Local requests only)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (New)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (No requests allowed)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video (Television)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha High School","Video game",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",(Unclassified),,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",AUDIOBOOK,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Audiobook (new)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Book,4787,,4764,,54,,54,,102,,,
"Prairie Hills Schools - Sabetha Middle School","Book (local requests only)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Book (new)",1,,1,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Book (no requests allowed)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Book club set",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Computers and internet : Laptop computer",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Computers and internet : Public computer",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Computers and internet : Software",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","E-content : Digital content",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","E-content : E-learning course",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Inter-library loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Key,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Kit or multi-part set",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",MAGAZINE,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Magazine (new)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Music,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Pamphlet,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Reference material",118,,118,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Reserve desk : Highland Community College",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Room,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Special collections (local requests only)",14,,14,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Special collections (no requests allowed)",1,,1,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Story walk",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Artwork",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Cooking equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Die cut equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Equipment",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Kansas Parks Pass",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Museum pass / event pass",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Recreation and sports",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Things : Tools",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Video,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (Local requests only)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (New)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (No requests allowed)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (Television)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video game",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",(Unclassified),,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",AUDIOBOOK,52,,5,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Audiobook (new)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",Book,13178,,2064,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Book (local requests only)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Book (new)",3,,1,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Book (no requests allowed)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Book club set",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Computers and internet : Laptop computer",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Computers and internet : Public computer",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Computers and internet : Software",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","E-content : Digital content",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","E-content : E-learning course",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Inter-library loan",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",Key,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Kit or multi-part set",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",MAGAZINE,23,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Magazine (new)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",Music,2,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",Pamphlet,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Reference material",181,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Reserve desk : Highland Community College",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",Room,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Special collections (local requests only)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Special collections (no requests allowed)",1,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Story walk",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Artwork",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Cooking equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Die cut equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Equipment",6,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Kansas Parks Pass",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Museum pass / event pass",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Recreation and sports",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Things : Tools",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center",Video,82,,1,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Video (Local requests only)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Video (New)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Video (No requests allowed)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Video (Television)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center","Video game",,,,,,,,,,,,
"Richmond Public Library",(Unclassified),,,,,,,,,,,,
"Richmond Public Library",AUDIOBOOK,18,,1,,,,,,,,,
"Richmond Public Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Richmond Public Library","Audiobook (new)",,,,,,,,,,,,
"Richmond Public Library",Book,5886,3,575,,30,,3,,20,,,
"Richmond Public Library","Book (local requests only)",,,,,,,,,,,,
"Richmond Public Library","Book (new)",,,,,,,,,,,,
"Richmond Public Library","Book (no requests allowed)",,,,,,,,,,,,
"Richmond Public Library","Book club set",,,,,,,,,,,,
"Richmond Public Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Richmond Public Library","Computers and internet : Launchpad tablet",1,,1,,,,,,,,,
"Richmond Public Library","Computers and internet : Public computer",7,1,,,,,,,,,,
"Richmond Public Library","Computers and internet : Software",,,,,,,,,,,,
"Richmond Public Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Richmond Public Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Richmond Public Library","E-content : Digital content",,,,,,,,,,,,
"Richmond Public Library","E-content : E-learning course",,,,,,,,,,,,
"Richmond Public Library","Inter-library loan",,,,,,,,,,,,
"Richmond Public Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Richmond Public Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Richmond Public Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Richmond Public Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Richmond Public Library",Key,,,,,,,,,,,,
"Richmond Public Library","Kit or multi-part set",24,,,,,,,,,,,
"Richmond Public Library",MAGAZINE,15,,,,,,,,,,,
"Richmond Public Library","Magazine (new)",,,,,,,,,,,,
"Richmond Public Library",Music,42,,,,,,,,,,,
"Richmond Public Library",Pamphlet,,,,,,,,,,,,
"Richmond Public Library","Reference material",1,,,,,,,,,,,
"Richmond Public Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Richmond Public Library",Room,,,,,,,,,,,,
"Richmond Public Library","Special collections (local requests only)",,,,,,,,,,,,
"Richmond Public Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Richmond Public Library","Story walk",,,,,,,,,,,,
"Richmond Public Library","Things : Artwork",,,,,,,,,,,,
"Richmond Public Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Richmond Public Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Richmond Public Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Richmond Public Library","Things : Cooking equipment",,,,,,,,,,,,
"Richmond Public Library","Things : Die cut equipment",,,,,,,,,,,,
"Richmond Public Library","Things : Equipment",6,,,,,,,,,,,
"Richmond Public Library","Things : Kansas Parks Pass",,,,,,,,,1,,,
"Richmond Public Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Richmond Public Library","Things : Recreation and sports",,,,,,,,,,,,
"Richmond Public Library","Things : Tools",,,,,,,,,,,,
"Richmond Public Library",Video,2055,,,,2,,,,,,,
"Richmond Public Library","Video (Local requests only)",,,,,,,,,,,,
"Richmond Public Library","Video (New)",,,,,,,,,,,,
"Richmond Public Library","Video (No requests allowed)",,,,,,,,,,,,
"Richmond Public Library","Video (Television)",15,,,,3,,,,,,,
"Richmond Public Library","Video game",14,,6,,,,,,,,,
"Rossville Community Library",(Unclassified),,,,,,,,,,,,
"Rossville Community Library",AUDIOBOOK,373,,65,,,,,,,,,
"Rossville Community Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Rossville Community Library","Audiobook (new)",,,,,,,,,,,,
"Rossville Community Library",Book,11843,,783,,24,,1,,5,,,
"Rossville Community Library","Book (local requests only)",,,,,,,,,,,,
"Rossville Community Library","Book (new)",1,,,,,,,,,,,
"Rossville Community Library","Book (no requests allowed)",,,,,,,,,,,,
"Rossville Community Library","Book club set",,,,,,,,,,,,
"Rossville Community Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Rossville Community Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Rossville Community Library","Computers and internet : Public computer",,,,,,,,,,,,
"Rossville Community Library","Computers and internet : Software",,,,,,,,,,,,
"Rossville Community Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Rossville Community Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",,,,,,,,,,,,
"Rossville Community Library","E-content : Digital content",,,,,,,,,,,,
"Rossville Community Library","E-content : E-learning course",,,,,,,,,,,,
"Rossville Community Library","Inter-library loan",35,,,,22,,,,11,,,
"Rossville Community Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Rossville Community Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Rossville Community Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Rossville Community Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Rossville Community Library",Key,,,,,,,,,,,,
"Rossville Community Library","Kit or multi-part set",22,,,,1,,,,1,,,
"Rossville Community Library",MAGAZINE,3,,,,,,,,,,,
"Rossville Community Library","Magazine (new)",,,,,,,,,,,,
"Rossville Community Library",Music,,,,,,,,,,,,
"Rossville Community Library",Pamphlet,,,,,,,,,,,,
"Rossville Community Library","Reference material",5,,,,,,,,,,,
"Rossville Community Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Rossville Community Library",Room,,,,,,,,,,,,
"Rossville Community Library","Special collections (local requests only)",1,,,,,,,,,,,
"Rossville Community Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Rossville Community Library","Story walk",,,,,,,,,,,,
"Rossville Community Library","Things : Artwork",,,,,,,,,,,,
"Rossville Community Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Rossville Community Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Rossville Community Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Rossville Community Library","Things : Cooking equipment",,,,,,,,,,,,
"Rossville Community Library","Things : Die cut equipment",,,,,,,,,,,,
"Rossville Community Library","Things : Equipment",,,,,,,,,,,,
"Rossville Community Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Rossville Community Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Rossville Community Library","Things : Recreation and sports",,,,,,,,,,,,
"Rossville Community Library","Things : Tools",,,,,,,,,,,,
"Rossville Community Library",Video,3557,,,,11,,,,6,,,
"Rossville Community Library","Video (Local requests only)",,,,,,,,,,,,
"Rossville Community Library","Video (New)",,,,,,,,,,,,
"Rossville Community Library","Video (No requests allowed)",,,,,,,,,,,,
"Rossville Community Library","Video (Television)",6,,,,,,,,,,,
"Rossville Community Library","Video game",,,,,,,,,,,,
"Sabetha, Mary Cotton Library",(Unclassified),,,,,,,,,,,,
"Sabetha, Mary Cotton Library",AUDIOBOOK,1347,,124,,11,,1,,2,,,
"Sabetha, Mary Cotton Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Audiobook (new)",4,,,,,,,,,,,
"Sabetha, Mary Cotton Library",Book,26094,3,998,,245,,3,,91,,,
"Sabetha, Mary Cotton Library","Book (local requests only)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Book (new)",21,,2,,,,,,,,,
"Sabetha, Mary Cotton Library","Book (no requests allowed)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Book club set",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Computers and internet : Launchpad tablet",9,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Computers and internet : Public computer",2,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Computers and internet : Software",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",20,,,,,,,,,,,
"Sabetha, Mary Cotton Library","E-content : Digital content",5,,,,,,,,,,,
"Sabetha, Mary Cotton Library","E-content : E-learning course",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Inter-library loan",79,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Sabetha, Mary Cotton Library",Key,,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Kit or multi-part set",394,,2,,,,,,,,,
"Sabetha, Mary Cotton Library",MAGAZINE,93,,,,3,,,,,,,
"Sabetha, Mary Cotton Library","Magazine (new)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library",Music,16,,,,,,,,,,,
"Sabetha, Mary Cotton Library",Pamphlet,,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Reference material",99,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Sabetha, Mary Cotton Library",Room,,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Special collections (local requests only)",7,,1,,,,,,,,,
"Sabetha, Mary Cotton Library","Special collections (no requests allowed)",11,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Story walk",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Artwork",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Board games, dolls, puzzles, and toys",19,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Cooking equipment",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Die cut equipment",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Equipment",13,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Recreation and sports",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Things : Tools",,,,,,,,,,,,
"Sabetha, Mary Cotton Library",Video,1938,,135,,28,,11,,8,,,
"Sabetha, Mary Cotton Library","Video (Local requests only)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Video (New)",16,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Video (No requests allowed)",,,,,,,,,,,,
"Sabetha, Mary Cotton Library","Video (Television)",6,,,,1,,,,,,,
"Sabetha, Mary Cotton Library","Video game",2,,1,,,,,,,,,
"Seneca Free Library",(Unclassified),,,,,,,,,,,,
"Seneca Free Library",AUDIOBOOK,1516,,11,,,,,,1,,,
"Seneca Free Library","AUDIOBOOK (MEDIA PLAYER)",,,,,,,,,,,,
"Seneca Free Library","Audiobook (new)",53,,,,5,,,,,,,
"Seneca Free Library",Book,17138,1,354,,21,,,,419,,,
"Seneca Free Library","Book (local requests only)",,,,,,,,,,,,
"Seneca Free Library","Book (new)",285,,4,,17,,,,1,,,
"Seneca Free Library","Book (no requests allowed)",,,,,,,,,,,,
"Seneca Free Library","Book club set",,,,,,,,,,,,
"Seneca Free Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Seneca Free Library","Computers and internet : Launchpad tablet",,,,,,,,,,,,
"Seneca Free Library","Computers and internet : Public computer",,,,,,,,,,,,
"Seneca Free Library","Computers and internet : Software",,,,,,,,,,,,
"Seneca Free Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Seneca Free Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",10,,,,,,,,,,,
"Seneca Free Library","E-content : Digital content",,,,,,,,,,,,
"Seneca Free Library","E-content : E-learning course",,,,,,,,,,,,
"Seneca Free Library","Inter-library loan",,,,,,,,,,,,
"Seneca Free Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Seneca Free Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Seneca Free Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Seneca Free Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Seneca Free Library",Key,,,,,,,,,,,,
"Seneca Free Library","Kit or multi-part set",4,,2,,,,,,,,,
"Seneca Free Library",MAGAZINE,,,,,,,,,,,,
"Seneca Free Library","Magazine (new)",,,,,,,,,,,,
"Seneca Free Library",Music,,,,,,,,,,,,
"Seneca Free Library",Pamphlet,,,,,,,,,,,,
"Seneca Free Library","Reference material",3,,,,,,,,,,,
"Seneca Free Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Seneca Free Library",Room,,,,,,,,,,,,
"Seneca Free Library","Special collections (local requests only)",1,,,,,,,,,,,
"Seneca Free Library","Special collections (no requests allowed)",1,,,,,,,,,,,
"Seneca Free Library","Story walk",,,,,,,,,,,,
"Seneca Free Library","Things : Artwork",,,,,,,,,,,,
"Seneca Free Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
"Seneca Free Library","Things : Board games, dolls, puzzles, and toys",,,,,,,,,,,,
"Seneca Free Library","Things : Clothing, costumes, and masks",,,,,,,,,,,,
"Seneca Free Library","Things : Cooking equipment",,,,,,,,,,,,
"Seneca Free Library","Things : Die cut equipment",,,,,,,,,,,,
"Seneca Free Library","Things : Equipment",,,,,,,,,,,,
"Seneca Free Library","Things : Kansas Parks Pass",,,,,,,,,,,,
"Seneca Free Library","Things : Museum pass / event pass",,,,,,,,,,,,
"Seneca Free Library","Things : Recreation and sports",,,,,,,,,,,,
"Seneca Free Library","Things : Tools",,,,,,,,,,,,
"Seneca Free Library",Video,3427,,27,,,,,,6,,,
"Seneca Free Library","Video (Local requests only)",,,,,,,,,,,,
"Seneca Free Library","Video (New)",32,,1,,2,,,,,,,
"Seneca Free Library","Video (No requests allowed)",,,,,,,,,,,,
"Seneca Free Library","Video (Television)",69,,,,,,,,,,,
"Seneca Free Library","Video game",,,,,,,,,,,,
"Silver Lake Library",(Unclassified),,,,,,,,,,,,
"Silver Lake Library",AUDIOBOOK,174,,5,,1,,,,,,,
"Silver Lake Library","AUDIOBOOK (MEDIA PLAYER)",11,,1,,,,,,,,,
"Silver Lake Library","Audiobook (new)",,,,,,,,,,,,
"Silver Lake Library",Book,9215,,696,,63,,1,,7,,,
"Silver Lake Library","Book (local requests only)",,,,,,,,,,,,
"Silver Lake Library","Book (new)",,,,,,,,,,,,
"Silver Lake Library","Book (no requests allowed)",,,,,,,,,,,,
"Silver Lake Library","Book club set",,,,,,,,,,,,
"Silver Lake Library","Computers and internet : Laptop computer",,,,,,,,,,,,
"Silver Lake Library","Computers and internet : Launchpad tablet",23,,,,,,,,,,,
"Silver Lake Library","Computers and internet : Public computer",,,,,,,,,,,,
"Silver Lake Library","Computers and internet : Software",,,,,,,,,,,,
"Silver Lake Library","Computers and internet : Tablets, e-readers, and personal computing devices",,,,,,,,,,,,
"Silver Lake Library","COMPUTERS AND INTERNET : WIRELESS INTERNET HOTSPOT",5,,,,,,,,,,,
"Silver Lake Library","E-content : Digital content",,,,,,,,,,,,
"Silver Lake Library","E-content : E-learning course",,,,,,,,,,,,
"Silver Lake Library","Inter-library loan",26,,,,5,,,,5,,,
"Silver Lake Library","Inter-library loan - 07 day loan",,,,,,,,,,,,
"Silver Lake Library","Inter-library loan - 14 day loan",,,,,,,,,,,,
"Silver Lake Library","Inter-library loan - 21 day loan",,,,,,,,,,,,
"Silver Lake Library","Inter-library loan - 28 day loan",,,,,,,,,,,,
"Silver Lake Library",Key,,,,,,,,,,,,
"Silver Lake Library","Kit or multi-part set",18,,,,,,,,,,,
"Silver Lake Library",MAGAZINE,667,,,,14,,,,1,,,
"Silver Lake Library","Magazine (new)",,,,,,,,,,,,
"Silver Lake Library",Music,,,,,,,,,,,,
"Silver Lake Library",Pamphlet,,,,,,,,,,,,
"Silver Lake Library","Reference material",2,,,,,,,,,,,
"Silver Lake Library","Reserve desk : Highland Community College",,,,,,,,,,,,
"Silver Lake Library",Room,,,,,,,,,,,,
"Silver Lake Library","Special collections (local requests only)",3,,,,,,,,,,,
"Silver Lake Library","Special collections (no requests allowed)",,,,,,,,,,,,
"Silver Lake Library","Story walk",,,,,,,,,,,,
"Silver Lake Library","Things : Artwork",,,,,,,,,,,,
"Silver Lake Library","Things : Bicycles (and bicycle accessories)",,,,,,,,,,,,
