branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Holton, Beck-Bookman Library",2022-12-16,Friday,"16:00 - 16:59",0,0,1,1,0,0,
"Holton, Beck-Bookman Library",2022-12-17,Saturday,"9:00 - 9:59",6,3,20,29,1,1,2
"Holton, Beck-Bookman Library",2022-12-17,Saturday,"10:00 - 10:59",5,0,12,17,2,0,2
"Holton, Beck-Bookman Library",2022-12-17,Saturday,"11:00 - 11:59",21,0,18,39,6,0,6
"Holton, Beck-Bookman Library",2022-12-19,Monday,"8:00 - 8:59",0,0,22,22,0,0,
"Holton, Beck-Bookman Library",2022-12-19,Monday,"9:00 - 9:59",13,6,16,35,5,2,6
"Holton, Beck-Bookman Library",2022-12-19,Monday,"10:00 - 10:59",10,0,7,17,2,0,2
"Holton, Beck-Bookman Library",2022-12-19,Monday,"11:00 - 11:59",9,29,7,45,3,2,4
"Holton, Beck-Bookman Library",2022-12-19,Monday,"12:00 - 12:59",1,4,0,5,1,1,2
"Holton, Beck-Bookman Library",2022-12-19,Monday,"13:00 - 13:59",2,0,4,6,2,0,2
"Holton, Beck-Bookman Library",2022-12-19,Monday,"14:00 - 14:59",5,2,0,7,2,1,2
"Holton, Beck-Bookman Library",2022-12-19,Monday,"15:00 - 15:59",12,4,17,33,3,2,4
"Holton, Beck-Bookman Library",2022-12-19,Monday,"16:00 - 16:59",15,0,5,20,5,0,5
"Holton, Beck-Bookman Library",2022-12-19,Monday,"17:00 - 17:59",5,0,23,28,4,0,4
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"7:00 - 7:59",0,1,0,1,0,1,1
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"9:00 - 9:59",5,6,32,43,2,3,3
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"10:00 - 10:59",38,0,57,95,8,0,8
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"11:00 - 11:59",7,0,20,27,4,0,4
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"12:00 - 12:59",8,0,12,20,5,0,5
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"13:00 - 13:59",10,1,6,17,6,1,7
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"14:00 - 14:59",1,0,2,3,1,0,1
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"15:00 - 15:59",0,0,21,21,0,0,
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"16:00 - 16:59",4,1,8,13,2,1,3
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"17:00 - 17:59",9,0,15,24,2,0,2
"Holton, Beck-Bookman Library",2022-12-20,Tuesday,"18:00 - 18:59",2,0,1,3,1,0,1
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"9:00 - 9:59",6,1,10,17,3,1,4
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"10:00 - 10:59",7,0,38,45,4,0,4
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"11:00 - 11:59",7,0,1,8,3,0,3
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"12:00 - 12:59",12,0,10,22,3,0,3
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"13:00 - 13:59",13,19,10,42,4,1,4
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"14:00 - 14:59",5,0,13,18,2,0,2
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"15:00 - 15:59",15,0,5,20,5,0,5
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"16:00 - 16:59",9,2,2,13,2,2,3
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"17:00 - 17:59",4,1,3,8,3,1,4
"Holton, Beck-Bookman Library",2022-12-21,Wednesday,"18:00 - 18:59",1,0,0,1,1,0,1
"Holton, Beck-Bookman Library",2022-12-22,Thursday,"7:00 - 7:59",0,1,0,1,0,1,1
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"8:00 - 8:59",0,2,7,9,0,1,1
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"9:00 - 9:59",4,0,110,114,3,0,3
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"10:00 - 10:59",20,13,44,77,5,3,7
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"11:00 - 11:59",17,0,10,27,5,0,5
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"12:00 - 12:59",10,0,43,53,4,0,4
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"13:00 - 13:59",11,0,24,35,6,0,6
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"14:00 - 14:59",13,1,10,24,4,1,5
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"15:00 - 15:59",7,5,4,16,2,1,2
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"16:00 - 16:59",7,0,3,10,2,0,2
"Holton, Beck-Bookman Library",2022-12-27,Tuesday,"17:00 - 17:59",9,0,8,17,4,0,4
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"9:00 - 9:59",9,0,52,61,5,0,5
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"10:00 - 10:59",18,6,49,73,5,3,7
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"11:00 - 11:59",23,0,26,49,8,0,8
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"12:00 - 12:59",10,3,17,30,5,1,5
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"13:00 - 13:59",6,0,16,22,3,0,3
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"14:00 - 14:59",5,1,6,12,1,1,2
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"15:00 - 15:59",18,3,8,29,4,1,4
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"16:00 - 16:59",5,0,20,25,2,0,2
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"17:00 - 17:59",0,0,6,6,0,0,
"Holton, Beck-Bookman Library",2022-12-28,Wednesday,"18:00 - 18:59",0,0,7,7,0,0,
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"8:00 - 8:59",0,0,10,10,0,0,
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"9:00 - 9:59",2,1,50,53,2,1,2
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"10:00 - 10:59",35,3,44,82,11,2,11
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"11:00 - 11:59",13,1,9,23,4,1,5
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"12:00 - 12:59",11,1,17,29,3,1,4
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"13:00 - 13:59",8,0,30,38,3,0,3
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"14:00 - 14:59",4,0,1,5,3,0,3
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"15:00 - 15:59",5,0,0,5,2,0,2
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"16:00 - 16:59",17,0,0,17,4,0,4
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"17:00 - 17:59",12,0,1,13,4,0,4
"Holton, Beck-Bookman Library",2022-12-29,Thursday,"18:00 - 18:59",10,0,9,19,1,0,1
"Holton, Beck-Bookman Library",2022-12-30,Friday,"8:00 - 8:59",0,1,0,1,0,1,1
"Holton, Beck-Bookman Library",2022-12-30,Friday,"9:00 - 9:59",1,0,44,45,1,0,1
"Holton, Beck-Bookman Library",2022-12-30,Friday,"10:00 - 10:59",16,0,14,30,4,0,4
"Holton, Beck-Bookman Library",2022-12-30,Friday,"11:00 - 11:59",6,4,12,22,2,1,3
"Holton, Beck-Bookman Library",2022-12-30,Friday,"12:00 - 12:59",6,1,20,27,4,1,4
"Holton, Beck-Bookman Library",2022-12-30,Friday,"13:00 - 13:59",11,8,12,31,4,2,5
"Holton, Beck-Bookman Library",2022-12-30,Friday,"14:00 - 14:59",11,2,11,24,6,1,6
"Holton, Beck-Bookman Library",2022-12-30,Friday,"15:00 - 15:59",7,2,1,10,3,1,4
"Holton, Beck-Bookman Library",2022-12-30,Friday,"16:00 - 16:59",7,1,5,13,4,1,4
"Horton Public Library",2022-12-01,Thursday,"14:00 - 14:59",3,0,0,3,1,0,1
"Horton Public Library",2022-12-01,Thursday,"18:00 - 18:59",1,0,1,2,1,0,1
"Horton Public Library",2022-12-02,Friday,"13:00 - 13:59",0,0,23,23,0,0,
"Horton Public Library",2022-12-02,Friday,"14:00 - 14:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-02,Friday,"15:00 - 15:59",2,0,2,4,1,0,1
"Horton Public Library",2022-12-02,Friday,"16:00 - 16:59",2,0,1,3,1,0,1
"Horton Public Library",2022-12-05,Monday,"22:00 - 22:59",0,2,0,2,0,1,1
"Horton Public Library",2022-12-06,Tuesday,"12:00 - 12:59",0,0,4,4,0,0,
"Horton Public Library",2022-12-06,Tuesday,"14:00 - 14:59",1,0,1,2,1,0,1
"Horton Public Library",2022-12-06,Tuesday,"17:00 - 17:59",6,0,0,6,1,0,1
"Horton Public Library",2022-12-07,Wednesday,"13:00 - 13:59",6,0,1,7,3,0,3
"Horton Public Library",2022-12-07,Wednesday,"14:00 - 14:59",2,0,2,4,1,0,1
"Horton Public Library",2022-12-07,Wednesday,"16:00 - 16:59",3,0,8,11,2,0,2
"Horton Public Library",2022-12-08,Thursday,"13:00 - 13:59",3,0,3,6,1,0,1
"Horton Public Library",2022-12-08,Thursday,"18:00 - 18:59",8,0,6,14,1,0,1
"Horton Public Library",2022-12-09,Friday,"12:00 - 12:59",0,0,21,21,0,0,
"Horton Public Library",2022-12-09,Friday,"14:00 - 14:59",2,0,0,2,1,0,1
"Horton Public Library",2022-12-09,Friday,"15:00 - 15:59",2,0,4,6,1,0,1
"Horton Public Library",2022-12-09,Friday,"16:00 - 16:59",0,0,4,4,0,0,
"Horton Public Library",2022-12-09,Friday,"17:00 - 17:59",1,0,5,6,1,0,1
"Horton Public Library",2022-12-12,Monday,"13:00 - 13:59",3,0,4,7,1,0,1
"Horton Public Library",2022-12-12,Monday,"14:00 - 14:59",2,1,5,8,1,1,1
"Horton Public Library",2022-12-12,Monday,"16:00 - 16:59",0,0,1,1,0,0,
"Horton Public Library",2022-12-12,Monday,"17:00 - 17:59",2,0,13,15,1,0,1
"Horton Public Library",2022-12-12,Monday,"18:00 - 18:59",2,1,7,10,2,1,2
"Horton Public Library",2022-12-13,Tuesday,"14:00 - 14:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-13,Tuesday,"15:00 - 15:59",0,0,1,1,0,0,
"Horton Public Library",2022-12-13,Tuesday,"17:00 - 17:59",3,0,2,5,1,0,1
"Horton Public Library",2022-12-14,Wednesday,"14:00 - 14:59",0,1,0,1,0,1,1
"Horton Public Library",2022-12-14,Wednesday,"15:00 - 15:59",0,4,0,4,0,1,1
"Horton Public Library",2022-12-14,Wednesday,"17:00 - 17:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-14,Wednesday,"18:00 - 18:59",0,0,11,11,0,0,
"Horton Public Library",2022-12-15,Thursday,"13:00 - 13:59",0,4,0,4,0,1,1
"Horton Public Library",2022-12-15,Thursday,"17:00 - 17:59",2,0,2,4,1,0,1
"Horton Public Library",2022-12-16,Friday,"13:00 - 13:59",0,0,17,17,0,0,
"Horton Public Library",2022-12-16,Friday,"14:00 - 14:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-16,Friday,"15:00 - 15:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-16,Friday,"16:00 - 16:59",4,0,2,6,1,0,1
"Horton Public Library",2022-12-18,Sunday,"13:00 - 13:59",0,1,0,1,0,1,1
"Horton Public Library",2022-12-19,Monday,"10:00 - 10:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-19,Monday,"13:00 - 13:59",3,0,3,6,1,0,1
"Horton Public Library",2022-12-19,Monday,"14:00 - 14:59",0,0,4,4,0,0,
"Horton Public Library",2022-12-19,Monday,"15:00 - 15:59",7,0,1,8,2,0,2
"Horton Public Library",2022-12-19,Monday,"16:00 - 16:59",0,0,11,11,0,0,
"Horton Public Library",2022-12-19,Monday,"17:00 - 17:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-19,Monday,"18:00 - 18:59",2,0,2,4,1,0,1
"Horton Public Library",2022-12-20,Tuesday,"13:00 - 13:59",4,0,4,8,1,0,1
"Horton Public Library",2022-12-20,Tuesday,"16:00 - 16:59",2,0,18,20,1,0,1
"Horton Public Library",2022-12-21,Wednesday,"11:00 - 11:59",0,0,3,3,0,0,
"Horton Public Library",2022-12-21,Wednesday,"13:00 - 13:59",4,3,1,8,1,1,1
"Horton Public Library",2022-12-21,Wednesday,"16:00 - 16:59",3,0,7,10,2,0,2
"Horton Public Library",2022-12-21,Wednesday,"17:00 - 17:59",0,0,3,3,0,0,
"Horton Public Library",2022-12-24,Saturday,"11:00 - 11:59",0,0,5,5,0,0,
"Horton Public Library",2022-12-24,Saturday,"13:00 - 13:59",0,0,10,10,0,0,
"Horton Public Library",2022-12-27,Tuesday,"13:00 - 13:59",7,0,6,13,3,0,3
"Horton Public Library",2022-12-27,Tuesday,"14:00 - 14:59",1,0,3,4,1,0,1
"Horton Public Library",2022-12-28,Wednesday,"13:00 - 13:59",0,0,10,10,0,0,
"Horton Public Library",2022-12-28,Wednesday,"14:00 - 14:59",6,1,4,11,2,1,2
"Horton Public Library",2022-12-28,Wednesday,"15:00 - 15:59",1,0,6,7,1,0,1
"Horton Public Library",2022-12-28,Wednesday,"16:00 - 16:59",0,0,2,2,0,0,
"Horton Public Library",2022-12-29,Thursday,"13:00 - 13:59",3,0,3,6,1,0,1
"Horton Public Library",2022-12-29,Thursday,"14:00 - 14:59",3,0,0,3,1,0,1
"Horton Public Library",2022-12-29,Thursday,"15:00 - 15:59",0,0,5,5,0,0,
"Horton Public Library",2022-12-29,Thursday,"16:00 - 16:59",1,0,2,3,1,0,1
"Horton Public Library",2022-12-29,Thursday,"17:00 - 17:59",3,0,3,6,1,0,1
"Horton Public Library",2022-12-30,Friday,"13:00 - 13:59",3,0,11,14,1,0,1
"Horton Public Library",2022-12-30,Friday,"16:00 - 16:59",3,0,2,5,1,0,1
"Horton Public Library",2022-12-30,Friday,"18:00 - 18:59",2,0,2,4,1,0,1
"Lansing Community Library",2022-12-01,Thursday,"8:00 - 8:59",0,0,12,12,0,0,
"Lansing Community Library",2022-12-01,Thursday,"9:00 - 9:59",16,0,11,27,2,0,2
"Lansing Community Library",2022-12-01,Thursday,"10:00 - 10:59",14,11,12,37,3,2,3
"Lansing Community Library",2022-12-01,Thursday,"11:00 - 11:59",13,1,6,20,2,1,3
"Lansing Community Library",2022-12-01,Thursday,"12:00 - 12:59",0,0,87,87,0,0,
"Lansing Community Library",2022-12-01,Thursday,"13:00 - 13:59",16,1,25,42,5,1,5
"Lansing Community Library",2022-12-01,Thursday,"14:00 - 14:59",9,4,33,46,5,2,7
"Lansing Community Library",2022-12-01,Thursday,"15:00 - 15:59",14,1,12,27,3,1,3
"Lansing Community Library",2022-12-01,Thursday,"16:00 - 16:59",26,1,53,80,8,1,8
"Lansing Community Library",2022-12-01,Thursday,"17:00 - 17:59",12,0,5,17,5,0,5
"Lansing Community Library",2022-12-02,Friday,"9:00 - 9:59",10,0,10,20,2,0,2
"Lansing Community Library",2022-12-02,Friday,"10:00 - 10:59",6,1,3,10,3,1,4
"Lansing Community Library",2022-12-02,Friday,"11:00 - 11:59",1,1,47,49,1,1,2
"Lansing Community Library",2022-12-02,Friday,"12:00 - 12:59",0,0,1,1,0,0,
"Lansing Community Library",2022-12-02,Friday,"13:00 - 13:59",7,20,6,33,2,12,14
"Lansing Community Library",2022-12-02,Friday,"14:00 - 14:59",28,11,0,39,2,4,5
"Lansing Community Library",2022-12-02,Friday,"15:00 - 15:59",5,0,41,46,2,0,2
"Lansing Community Library",2022-12-02,Friday,"16:00 - 16:59",1,2,11,14,1,1,2
"Lansing Community Library",2022-12-02,Friday,"17:00 - 17:59",15,0,20,35,2,0,2
"Lansing Community Library",2022-12-03,Saturday,"11:00 - 11:59",22,0,13,35,5,0,5
"Lansing Community Library",2022-12-03,Saturday,"12:00 - 12:59",18,1,11,30,4,1,5
"Lansing Community Library",2022-12-03,Saturday,"13:00 - 13:59",11,0,6,17,4,0,4
"Lansing Community Library",2022-12-03,Saturday,"14:00 - 14:59",13,0,7,20,2,0,2
"Lansing Community Library",2022-12-04,Sunday,"8:00 - 8:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-04,Sunday,"10:00 - 10:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-04,Sunday,"14:00 - 14:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-04,Sunday,"21:00 - 21:59",0,7,0,7,0,1,1
"Lansing Community Library",2022-12-04,Sunday,"23:00 - 23:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-05,Monday,"7:00 - 7:59",0,2,0,2,0,1,1
"Lansing Community Library",2022-12-05,Monday,"8:00 - 8:59",0,0,23,23,0,0,
"Lansing Community Library",2022-12-05,Monday,"9:00 - 9:59",12,10,38,60,3,2,3
"Lansing Community Library",2022-12-05,Monday,"10:00 - 10:59",17,4,12,33,3,1,3
"Lansing Community Library",2022-12-05,Monday,"11:00 - 11:59",2,6,62,70,2,1,3
"Lansing Community Library",2022-12-05,Monday,"12:00 - 12:59",6,0,5,11,1,0,1
"Lansing Community Library",2022-12-05,Monday,"13:00 - 13:59",22,1,19,42,3,1,4
"Lansing Community Library",2022-12-05,Monday,"14:00 - 14:59",3,2,6,11,2,1,3
"Lansing Community Library",2022-12-05,Monday,"15:00 - 15:59",5,0,11,16,3,0,3
"Lansing Community Library",2022-12-05,Monday,"16:00 - 16:59",11,1,18,30,3,1,4
"Lansing Community Library",2022-12-05,Monday,"17:00 - 17:59",2,0,1,3,1,0,1
"Lansing Community Library",2022-12-06,Tuesday,"7:00 - 7:59",0,3,0,3,0,1,1
"Lansing Community Library",2022-12-06,Tuesday,"8:00 - 8:59",0,0,19,19,0,0,
"Lansing Community Library",2022-12-06,Tuesday,"9:00 - 9:59",12,0,19,31,2,0,2
"Lansing Community Library",2022-12-06,Tuesday,"10:00 - 10:59",12,1,6,19,2,1,3
"Lansing Community Library",2022-12-06,Tuesday,"11:00 - 11:59",2,0,8,10,1,0,1
"Lansing Community Library",2022-12-06,Tuesday,"13:00 - 13:59",4,0,16,20,2,0,2
"Lansing Community Library",2022-12-06,Tuesday,"14:00 - 14:59",2,8,2,12,2,1,3
"Lansing Community Library",2022-12-06,Tuesday,"15:00 - 15:59",0,0,30,30,0,0,
"Lansing Community Library",2022-12-06,Tuesday,"16:00 - 16:59",22,1,26,49,6,1,6
"Lansing Community Library",2022-12-06,Tuesday,"17:00 - 17:59",3,0,10,13,3,0,3
"Lansing Community Library",2022-12-07,Wednesday,"8:00 - 8:59",0,15,12,27,0,1,1
"Lansing Community Library",2022-12-07,Wednesday,"9:00 - 9:59",3,6,2,11,2,3,5
"Lansing Community Library",2022-12-07,Wednesday,"10:00 - 10:59",5,0,0,5,2,0,2
"Lansing Community Library",2022-12-07,Wednesday,"11:00 - 11:59",23,0,67,90,2,0,2
"Lansing Community Library",2022-12-07,Wednesday,"12:00 - 12:59",1,4,1,6,1,2,3
"Lansing Community Library",2022-12-07,Wednesday,"13:00 - 13:59",4,1,3,8,2,1,3
"Lansing Community Library",2022-12-07,Wednesday,"14:00 - 14:59",7,9,46,62,3,2,4
"Lansing Community Library",2022-12-07,Wednesday,"15:00 - 15:59",18,5,31,54,8,1,8
"Lansing Community Library",2022-12-07,Wednesday,"16:00 - 16:59",1,0,6,7,1,0,1
"Lansing Community Library",2022-12-07,Wednesday,"17:00 - 17:59",4,0,0,4,2,0,2
"Lansing Community Library",2022-12-08,Thursday,"8:00 - 8:59",0,2,4,6,0,1,1
"Lansing Community Library",2022-12-08,Thursday,"9:00 - 9:59",9,0,32,41,5,0,5
"Lansing Community Library",2022-12-08,Thursday,"10:00 - 10:59",4,2,3,9,1,1,2
"Lansing Community Library",2022-12-08,Thursday,"11:00 - 11:59",1,0,34,35,1,0,1
"Lansing Community Library",2022-12-08,Thursday,"12:00 - 12:59",8,0,3,11,3,0,3
"Lansing Community Library",2022-12-08,Thursday,"13:00 - 13:59",3,0,10,13,2,0,2
"Lansing Community Library",2022-12-08,Thursday,"14:00 - 14:59",16,0,4,20,2,0,2
"Lansing Community Library",2022-12-08,Thursday,"15:00 - 15:59",0,5,15,20,0,2,2
"Lansing Community Library",2022-12-08,Thursday,"16:00 - 16:59",19,0,6,25,5,0,5
"Lansing Community Library",2022-12-08,Thursday,"17:00 - 17:59",0,2,0,2,0,1,1
"Lansing Community Library",2022-12-09,Friday,"8:00 - 8:59",2,0,9,11,1,0,1
"Lansing Community Library",2022-12-09,Friday,"9:00 - 9:59",5,2,5,12,2,1,2
"Lansing Community Library",2022-12-09,Friday,"10:00 - 10:59",3,0,50,53,2,0,2
"Lansing Community Library",2022-12-09,Friday,"11:00 - 11:59",7,4,11,22,6,1,7
"Lansing Community Library",2022-12-09,Friday,"12:00 - 12:59",8,6,1,15,3,4,6
"Lansing Community Library",2022-12-09,Friday,"13:00 - 13:59",4,0,35,39,4,0,4
"Lansing Community Library",2022-12-09,Friday,"14:00 - 14:59",5,1,22,28,5,1,5
"Lansing Community Library",2022-12-09,Friday,"15:00 - 15:59",9,1,15,25,4,1,4
"Lansing Community Library",2022-12-09,Friday,"16:00 - 16:59",11,8,27,46,2,1,2
"Lansing Community Library",2022-12-09,Friday,"17:00 - 17:59",3,0,0,3,1,0,1
"Lansing Community Library",2022-12-10,Saturday,"10:00 - 10:59",0,0,11,11,0,0,
"Lansing Community Library",2022-12-10,Saturday,"11:00 - 11:59",15,14,14,43,8,5,9
"Lansing Community Library",2022-12-10,Saturday,"12:00 - 12:59",4,0,22,26,3,0,3
"Lansing Community Library",2022-12-10,Saturday,"13:00 - 13:59",15,1,29,45,4,1,4
"Lansing Community Library",2022-12-10,Saturday,"14:00 - 14:59",24,0,0,24,8,0,8
"Lansing Community Library",2022-12-10,Saturday,"20:00 - 20:59",0,2,0,2,0,1,1
"Lansing Community Library",2022-12-10,Saturday,"21:00 - 21:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-11,Sunday,"9:00 - 9:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-11,Sunday,"12:00 - 12:59",0,9,0,9,0,1,1
"Lansing Community Library",2022-12-12,Monday,"8:00 - 8:59",0,1,17,18,0,1,1
"Lansing Community Library",2022-12-12,Monday,"9:00 - 9:59",4,2,24,30,2,1,3
"Lansing Community Library",2022-12-12,Monday,"10:00 - 10:59",14,1,27,42,4,1,4
"Lansing Community Library",2022-12-12,Monday,"11:00 - 11:59",9,0,86,95,4,0,4
"Lansing Community Library",2022-12-12,Monday,"12:00 - 12:59",10,0,3,13,1,0,1
"Lansing Community Library",2022-12-12,Monday,"13:00 - 13:59",7,0,6,13,3,0,3
"Lansing Community Library",2022-12-12,Monday,"14:00 - 14:59",2,0,19,21,2,0,2
"Lansing Community Library",2022-12-12,Monday,"15:00 - 15:59",14,0,28,42,5,0,5
"Lansing Community Library",2022-12-12,Monday,"16:00 - 16:59",6,4,10,20,1,1,2
"Lansing Community Library",2022-12-12,Monday,"17:00 - 17:59",3,0,1,4,1,0,1
"Lansing Community Library",2022-12-12,Monday,"21:00 - 21:59",0,2,0,2,0,1,1
"Lansing Community Library",2022-12-13,Tuesday,"8:00 - 8:59",0,0,9,9,0,0,
"Lansing Community Library",2022-12-13,Tuesday,"9:00 - 9:59",0,1,11,12,0,1,1
"Lansing Community Library",2022-12-13,Tuesday,"10:00 - 10:59",0,3,52,55,0,1,1
"Lansing Community Library",2022-12-13,Tuesday,"11:00 - 11:59",11,2,44,57,3,1,4
"Lansing Community Library",2022-12-13,Tuesday,"12:00 - 12:59",5,1,0,6,2,1,2
"Lansing Community Library",2022-12-13,Tuesday,"13:00 - 13:59",4,0,21,25,2,0,2
"Lansing Community Library",2022-12-13,Tuesday,"14:00 - 14:59",8,10,1,19,1,3,4
"Lansing Community Library",2022-12-13,Tuesday,"15:00 - 15:59",1,0,6,7,1,0,1
"Lansing Community Library",2022-12-13,Tuesday,"16:00 - 16:59",3,0,16,19,1,0,1
"Lansing Community Library",2022-12-13,Tuesday,"17:00 - 17:59",16,0,0,16,5,0,5
"Lansing Community Library",2022-12-13,Tuesday,"18:00 - 18:59",0,0,7,7,0,0,
"Lansing Community Library",2022-12-14,Wednesday,"8:00 - 8:59",0,9,14,23,0,2,2
"Lansing Community Library",2022-12-14,Wednesday,"9:00 - 9:59",1,5,10,16,1,1,2
"Lansing Community Library",2022-12-14,Wednesday,"10:00 - 10:59",5,0,13,18,2,0,2
"Lansing Community Library",2022-12-14,Wednesday,"11:00 - 11:59",5,0,13,18,2,0,2
"Lansing Community Library",2022-12-14,Wednesday,"13:00 - 13:59",1,0,13,14,1,0,1
"Lansing Community Library",2022-12-14,Wednesday,"14:00 - 14:59",9,0,24,33,1,0,1
"Lansing Community Library",2022-12-14,Wednesday,"15:00 - 15:59",11,0,7,18,7,0,7
"Lansing Community Library",2022-12-14,Wednesday,"16:00 - 16:59",10,0,25,35,5,0,5
"Lansing Community Library",2022-12-14,Wednesday,"17:00 - 17:59",8,1,16,25,6,1,7
"Lansing Community Library",2022-12-14,Wednesday,"18:00 - 18:59",0,0,1,1,0,0,
"Lansing Community Library",2022-12-15,Thursday,"7:00 - 7:59",0,3,0,3,0,1,1
"Lansing Community Library",2022-12-15,Thursday,"8:00 - 8:59",0,0,3,3,0,0,
"Lansing Community Library",2022-12-15,Thursday,"9:00 - 9:59",0,0,11,11,0,0,
"Lansing Community Library",2022-12-15,Thursday,"10:00 - 10:59",11,2,72,85,2,1,3
"Lansing Community Library",2022-12-15,Thursday,"11:00 - 11:59",27,0,52,79,6,0,6
"Lansing Community Library",2022-12-15,Thursday,"12:00 - 12:59",6,0,9,15,2,0,2
"Lansing Community Library",2022-12-15,Thursday,"13:00 - 13:59",16,0,1,17,7,0,7
"Lansing Community Library",2022-12-15,Thursday,"14:00 - 14:59",19,1,29,49,7,1,7
"Lansing Community Library",2022-12-15,Thursday,"15:00 - 15:59",13,1,14,28,4,1,4
"Lansing Community Library",2022-12-15,Thursday,"16:00 - 16:59",12,11,39,62,5,1,6
"Lansing Community Library",2022-12-15,Thursday,"17:00 - 17:59",27,1,2,30,5,1,5
"Lansing Community Library",2022-12-16,Friday,"5:00 - 5:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-16,Friday,"6:00 - 6:59",0,2,0,2,0,1,1
"Lansing Community Library",2022-12-16,Friday,"7:00 - 7:59",0,1,0,1,0,1,1
"Lansing Community Library",2022-12-16,Friday,"8:00 - 8:59",0,1,17,18,0,1,1
"Lansing Community Library",2022-12-16,Friday,"9:00 - 9:59",17,3,8,28,2,2,4
"Lansing Community Library",2022-12-16,Friday,"10:00 - 10:59",0,0,1,1,0,0,
"Lansing Community Library",2022-12-16,Friday,"11:00 - 11:59",4,2,32,38,4,1,4
"Lansing Community Library",2022-12-16,Friday,"12:00 - 12:59",9,30,7,46,4,4,8
"Lansing Community Library",2022-12-16,Friday,"13:00 - 13:59",25,0,32,57,1,0,1
"Lansing Community Library",2022-12-16,Friday,"14:00 - 14:59",10,2,7,19,2,1,2
"Lansing Community Library",2022-12-16,Friday,"15:00 - 15:59",7,14,7,28,4,3,6
"Lansing Community Library",2022-12-16,Friday,"16:00 - 16:59",0,0,3,3,0,0,
"Lansing Community Library",2022-12-16,Friday,"17:00 - 17:59",1,1,6,8,1,1,2
