branchname,"COLLECTION CODE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Wellsville City Library","Downloadable Book",,,,,,,,,,,,
"Wellsville City Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Wellsville City Library","Downloadable Magazine",,,,,,,,,,,,
"Wellsville City Library","Downloadable Movie",,,,,,,,,,,,
"Wellsville City Library","Downloadable Music",,,,,,,,,,,,
"Wellsville City Library","Downloadable TV Show",,,,,,,,,,,,
"Wellsville City Library","Easy Reader",3244,24,18,3202,1,,,1,58,,,
"Wellsville City Library",Education,37,15,,22,,,,,,,,
"Wellsville City Library",Fiction,6882,3648,2977,257,30,8,,22,236,,,
"Wellsville City Library",Gadget,15,15,,,,,,,,,,
"Wellsville City Library",Genealogy,,,,,,,,,,,,
"Wellsville City Library","Graphic Novel",90,,70,20,14,,14,,,,,
"Wellsville City Library","Historical ",,,,,,,,,,,,
"Wellsville City Library",Holiday,1,,,1,,,,,,,,
"Wellsville City Library","Holiday video",,,,,,,,,,,,
"Wellsville City Library",Inspirational,,,,,,,,,,,,
"Wellsville City Library","Interlibrary Loan",5,4,,1,2,2,,,,,,
"Wellsville City Library",Kansas,2,2,,,,,,,,,,
"Wellsville City Library","Kansas notable books",,,,,,,,,,,,
"Wellsville City Library","Large Print",12,12,,,,,,,,,,
"Wellsville City Library","Large Print Non-Fiction",2,2,,,,,,,,,,
"Wellsville City Library",LGBTQ+,,,,,,,,,,,,
"Wellsville City Library","Lynda.com course",,,,,,,,,,,,
"Wellsville City Library",Magazine,387,358,1,28,17,17,,,,,,
"Wellsville City Library",Map,,,,,,,,,,,,
"Wellsville City Library","McNaughton Fiction",,,,,,,,,,,,
"Wellsville City Library","McNaughton Non-fiction",,,,,,,,,,,,
"Wellsville City Library",Miscellaneous,201,201,,,,,,,,,,
"Wellsville City Library","Music : compact disc",2,,,2,,,,,,,,
"Wellsville City Library","Music : record",,,,,,,,,,,,
"Wellsville City Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Wellsville City Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Wellsville City Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Wellsville City Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Wellsville City Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Wellsville City Library",Mystery,1332,1323,9,,1,1,,,1,,,
"Wellsville City Library",Mystery-Cozy,,,,,,,,,,,,
"Wellsville City Library",Non-Fiction,5596,2315,1501,1780,2,,,2,108,,,
"Wellsville City Library","On Display",1,,1,,,,,,,,,
"Wellsville City Library","Online Resource",,,,,,,,,,,,
"Wellsville City Library",Oversize,,,,,,,,,,,,
"Wellsville City Library",Paperback,40,39,1,,,,,,105,,,
"Wellsville City Library",Parenting,,,,,,,,,,,,
"Wellsville City Library","Periodical - Comic books",,,,,,,,,,,,
"Wellsville City Library","Picture Book",4,,,4,,,,,,,,
"Wellsville City Library","Professional Collection",86,86,,,,,,,,,,
"Wellsville City Library","Public Computer",,,,,,,,,,,,
"Wellsville City Library","Puzzles & Board Games",,,,,,,,,,,,
"Wellsville City Library","Read and listen - easy reader",,,,,,,,,,,,
"Wellsville City Library","Read and listen - fiction",,,,,,,,,,,,
"Wellsville City Library","Read and listen - non-fiction",,,,,,,,,,,,
"Wellsville City Library","Read and listen - picture book",,,,,,,,,,,,
"Wellsville City Library","Record player",,,,,,,,,,,,
"Wellsville City Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Wellsville City Library","Recreation : basketball equipment",,,,,,,,,,,,
"Wellsville City Library","Recreation : fishing equipment",,,,,,,,,,,,
"Wellsville City Library","Recreation : football equipment",,,,,,,,,,,,
"Wellsville City Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Wellsville City Library","Recreation : tennis equipment",,,,,,,,,,,,
"Wellsville City Library",Reference,7,7,,,,,,,,,,
"Wellsville City Library",Romance,,,,,,,,,2,,,
"Wellsville City Library","Sci Fi-Fantasy",231,223,8,,,,,,,,,
"Wellsville City Library",Software,,,,,,,,,,,,
"Wellsville City Library",Spanish,9,,,9,,,,,,,,
"Wellsville City Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Wellsville City Library","Sports & Recreation",,,,,,,,,,,,
"Wellsville City Library",VG--Videogame,,,,,,,,,,,,
"Wellsville City Library",VG-Gameboy,,,,,,,,,,,,
"Wellsville City Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Wellsville City Library","VG-Nintendo DS",,,,,,,,,,,,
"Wellsville City Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Wellsville City Library","VG-Nintendo Switch",,,,,,,,,,,,
"Wellsville City Library","VG-Nintendo Wii",,,,,,,,,,,,
"Wellsville City Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Wellsville City Library","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Wellsville City Library","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Wellsville City Library","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Wellsville City Library","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Wellsville City Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Wellsville City Library",VG-XBox,,,,,,,,,,,,
"Wellsville City Library","VG-XBox 360",,,,,,,,,,,,
"Wellsville City Library","VG-XBox One",,,,,,,,,,,,
"Wellsville City Library","VG-XBox X",,,,,,,,,,,,
"Wellsville City Library","Video (Blu-ray)",31,25,2,4,,,,,,,,
"Wellsville City Library","Video (Blu-ray/DVD combined edition)",85,38,20,27,,,,,,,,
"Wellsville City Library","Video (DVD)",2737,1651,431,655,,,,,2,,,
"Wellsville City Library","Video (media player)",,,,,,,,,,,,
"Wellsville City Library","Video (VHS cassette)",,,,,,,,,,,,
"Wellsville City Library","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Wellsville City Library","Video-TV series (Blu-ray/DVD combined edition)",1,1,,,,,,,,,,
"Wellsville City Library","Video-TV series (DVD)",54,47,4,3,,,,,,,,
"Wellsville City Library","Video-TV series (media player)",,,,,,,,,,,,
"Wellsville City Library",Western,582,582,,,,,,,,,,
"Wetmore Public Library",(Unclassified),,,,,,,,,,,,
"Wetmore Public Library","Action & Adventure",,,,,,,,,,,,
"Wetmore Public Library","Adult literacy",,,,,,,,,,,,
"Wetmore Public Library","African American history and literature",,,,,,,,,,,,
"Wetmore Public Library","Archival materials",,,,,,,,,,,,
"Wetmore Public Library",Atlas,,,,,,,,,,,,
"Wetmore Public Library","Audiobook (cassette)",,,,,,,,,,,,
"Wetmore Public Library","Audiobook (CD)",264,190,70,4,,,,,,,,
"Wetmore Public Library","Audiobook (downloadable)",,,,,,,,,,,,
"Wetmore Public Library","Audiobook (media player)",4,1,1,2,,,,,1,,,
"Wetmore Public Library","Audiovisual equipment",,,,,,,,,,,,
"Wetmore Public Library",Bakeware,,,,,,,,,,,,
"Wetmore Public Library","Battle of the books",,,,,,,,,,,,
"Wetmore Public Library",Bicycle,,,,,,,,,,,,
"Wetmore Public Library",Bilingual,,,,,,,,,,,,
"Wetmore Public Library",Binder,,,,,,,,,,,,
"Wetmore Public Library",Biography,232,134,3,95,,,,,,,,
"Wetmore Public Library","Blu-ray player",,,,,,,,,,,,
"Wetmore Public Library","Board Book",159,,,159,2,,,2,1,,,
"Wetmore Public Library","Chapter Books",,,,,,,,,,,,
"Wetmore Public Library",Classics,25,25,,,,,,,,,,
"Wetmore Public Library","Contemporary Issues",,,,,,,,,,,,
"Wetmore Public Library","Downloadable Book",,,,,,,,,,,,
"Wetmore Public Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Wetmore Public Library","Downloadable Magazine",,,,,,,,,,,,
"Wetmore Public Library","Downloadable Movie",,,,,,,,,,,,
"Wetmore Public Library","Downloadable Music",,,,,,,,,,,,
"Wetmore Public Library","Downloadable TV Show",,,,,,,,,,,,
"Wetmore Public Library","Easy Reader",1667,1,5,1661,2,,1,1,91,,,
"Wetmore Public Library",Education,,,,,,,,,,,,
"Wetmore Public Library",Fiction,3219,1699,1249,271,9,8,1,,23,,,
"Wetmore Public Library",Gadget,27,8,3,16,,,,,,,,
"Wetmore Public Library",Genealogy,,,,,,,,,,,,
"Wetmore Public Library","Graphic Novel",52,,14,38,,,,,,,,
"Wetmore Public Library","Historical ",,,,,,,,,,,,
"Wetmore Public Library",Holiday,39,,,39,,,,,3,,,
"Wetmore Public Library","Holiday video",,,,,,,,,,,,
"Wetmore Public Library",Inspirational,881,881,,,71,71,,,,,,
"Wetmore Public Library","Interlibrary Loan",,,,,,,,,,,,
"Wetmore Public Library",Kansas,142,142,,,,,,,,,,
"Wetmore Public Library","Kansas notable books",1,1,,,,,,,,,,
"Wetmore Public Library","Large Print",206,206,,,,,,,,,,
"Wetmore Public Library","Large Print Non-Fiction",14,14,,,,,,,,,,
"Wetmore Public Library",LGBTQ+,,,,,,,,,,,,
"Wetmore Public Library","Lynda.com course",,,,,,,,,,,,
"Wetmore Public Library",Magazine,1,1,,,,,,,,,,
"Wetmore Public Library",Map,,,,,,,,,,,,
"Wetmore Public Library","McNaughton Fiction",,,,,,,,,,,,
"Wetmore Public Library","McNaughton Non-fiction",,,,,,,,,,,,
"Wetmore Public Library",Miscellaneous,1,1,,,,,,,,,,
"Wetmore Public Library","Music : compact disc",154,154,,,,,,,,,,
"Wetmore Public Library","Music : record",,,,,,,,,,,,
"Wetmore Public Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Wetmore Public Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Wetmore Public Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Wetmore Public Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Wetmore Public Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Wetmore Public Library",Mystery,4,4,,,,,,,,,,
"Wetmore Public Library",Mystery-Cozy,,,,,,,,,,,,
"Wetmore Public Library",Non-Fiction,1655,1201,13,441,1,,,1,87,,,
"Wetmore Public Library","On Display",,,,,,,,,,,,
"Wetmore Public Library","Online Resource",,,,,,,,,,,,
"Wetmore Public Library",Oversize,145,3,1,141,,,,,1,,,
"Wetmore Public Library",Paperback,424,424,,,,,,,,,,
"Wetmore Public Library",Parenting,1,1,,,,,,,,,,
"Wetmore Public Library","Periodical - Comic books",,,,,,,,,,,,
"Wetmore Public Library","Picture Book",857,1,,856,1,,,1,,,,
"Wetmore Public Library","Professional Collection",,,,,,,,,,,,
"Wetmore Public Library","Public Computer",,,,,,,,,,,,
"Wetmore Public Library","Puzzles & Board Games",,,,,,,,,,,,
"Wetmore Public Library","Read and listen - easy reader",,,,,,,,,,,,
"Wetmore Public Library","Read and listen - fiction",,,,,,,,,,,,
"Wetmore Public Library","Read and listen - non-fiction",,,,,,,,,,,,
"Wetmore Public Library","Read and listen - picture book",1,,,1,,,,,,,,
"Wetmore Public Library","Record player",,,,,,,,,,,,
"Wetmore Public Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Wetmore Public Library","Recreation : basketball equipment",,,,,,,,,,,,
"Wetmore Public Library","Recreation : fishing equipment",,,,,,,,,,,,
"Wetmore Public Library","Recreation : football equipment",,,,,,,,,,,,
"Wetmore Public Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Wetmore Public Library","Recreation : tennis equipment",,,,,,,,,,,,
"Wetmore Public Library",Reference,4,3,,1,,,,,,,,
"Wetmore Public Library",Romance,2,2,,,,,,,,,,
"Wetmore Public Library","Sci Fi-Fantasy",,,,,,,,,,,,
"Wetmore Public Library",Software,,,,,,,,,,,,
"Wetmore Public Library",Spanish,,,,,,,,,,,,
"Wetmore Public Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Wetmore Public Library","Sports & Recreation",,,,,,,,,,,,
"Wetmore Public Library",VG--Videogame,1,,,1,,,,,,,,
"Wetmore Public Library",VG-Gameboy,,,,,,,,,,,,
"Wetmore Public Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Wetmore Public Library","VG-Nintendo DS",,,,,,,,,,,,
"Wetmore Public Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Wetmore Public Library","VG-Nintendo Switch",,,,,,,,,,,,
"Wetmore Public Library","VG-Nintendo Wii",10,8,1,1,,,,,,,,
"Wetmore Public Library","VG-Nintendo Wii U",,,,,,,,,,,,
"Wetmore Public Library","VG-PlayStation 2 (PS2)",23,1,19,3,,,,,,,,
"Wetmore Public Library","VG-PlayStation 3 (PS3)",19,6,13,,,,,,,,,
"Wetmore Public Library","VG-PlayStation 4 (PS4)",29,25,2,2,,,,,,,,
"Wetmore Public Library","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Wetmore Public Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Wetmore Public Library",VG-XBox,10,2,5,3,,,,,,,,
"Wetmore Public Library","VG-XBox 360",33,19,13,1,,,,,,,,
"Wetmore Public Library","VG-XBox One",1,1,,,,,,,,,,
"Wetmore Public Library","VG-XBox X",,,,,,,,,,,,
"Wetmore Public Library","Video (Blu-ray)",174,128,1,45,,,,,,,,
"Wetmore Public Library","Video (Blu-ray/DVD combined edition)",9,8,,1,,,,,,,,
"Wetmore Public Library","Video (DVD)",1169,828,,341,,,,,,,,
"Wetmore Public Library","Video (media player)",,,,,,,,,,,,
"Wetmore Public Library","Video (VHS cassette)",,,,,,,,,,,,
"Wetmore Public Library","Video-TV series (Blu-ray)",1,1,,,,,,,,,,
"Wetmore Public Library","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Wetmore Public Library","Video-TV series (DVD)",47,43,,4,,,,,,,,
"Wetmore Public Library","Video-TV series (media player)",,,,,,,,,,,,
"Wetmore Public Library",Western,1,1,,,,,,,,,,
"Williamsburg Community Library",(Unclassified),19,12,1,6,,,,,,,,
"Williamsburg Community Library","Action & Adventure",,,,,,,,,,,,
"Williamsburg Community Library","Adult literacy",,,,,,,,,,,,
"Williamsburg Community Library","African American history and literature",,,,,,,,,,,,
"Williamsburg Community Library","Archival materials",,,,,,,,,,,,
"Williamsburg Community Library",Atlas,,,,,,,,,,,,
"Williamsburg Community Library","Audiobook (cassette)",1,,,1,,,,,,,,
"Williamsburg Community Library","Audiobook (CD)",78,76,,2,,,,,,,,
"Williamsburg Community Library","Audiobook (downloadable)",,,,,,,,,,,,
"Williamsburg Community Library","Audiobook (media player)",1,1,,,,,,,,,,
"Williamsburg Community Library","Audiovisual equipment",,,,,,,,,,,,
"Williamsburg Community Library",Bakeware,1,1,,,,,,,,,,
"Williamsburg Community Library","Battle of the books",,,,,,,,,,,,
"Williamsburg Community Library",Bicycle,,,,,,,,,,,,
"Williamsburg Community Library",Bilingual,,,,,,,,,,,,
"Williamsburg Community Library",Binder,,,,,,,,,,,,
"Williamsburg Community Library",Biography,540,385,10,145,1,1,,,,,,
"Williamsburg Community Library","Blu-ray player",,,,,,,,,,,,
"Williamsburg Community Library","Board Book",67,,,67,,,,,,,,
"Williamsburg Community Library","Chapter Books",,,,,,,,,,,,
"Williamsburg Community Library",Classics,2,1,,1,,,,,,,,
"Williamsburg Community Library","Contemporary Issues",,,,,,,,,,,,
"Williamsburg Community Library","Downloadable Book",,,,,,,,,,,,
"Williamsburg Community Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Williamsburg Community Library","Downloadable Magazine",,,,,,,,,,,,
"Williamsburg Community Library","Downloadable Movie",,,,,,,,,,,,
"Williamsburg Community Library","Downloadable Music",,,,,,,,,,,,
"Williamsburg Community Library","Downloadable TV Show",,,,,,,,,,,,
"Williamsburg Community Library","Easy Reader",707,7,,700,1,,,1,,,,
"Williamsburg Community Library",Education,,,,,,,,,,,,
"Williamsburg Community Library",Fiction,4567,2471,518,1578,17,11,3,3,4,,1,
"Williamsburg Community Library",Gadget,8,8,,,,,,,,,,
"Williamsburg Community Library",Genealogy,,,,,,,,,,,,
"Williamsburg Community Library","Graphic Novel",118,,16,102,1,,,1,,,,
"Williamsburg Community Library","Historical ",,,,,,,,,,,,
"Williamsburg Community Library",Holiday,177,1,,176,,,,,,,,
"Williamsburg Community Library","Holiday video",,,,,,,,,,,,
"Williamsburg Community Library",Inspirational,7,7,,,,,,,1,,,
"Williamsburg Community Library","Interlibrary Loan",,,,,,,,,,,,
"Williamsburg Community Library",Kansas,159,156,2,1,,,,,,,,
"Williamsburg Community Library","Kansas notable books",1,1,,,,,,,,,,
"Williamsburg Community Library","Large Print",640,640,,,1,1,,,,,,
"Williamsburg Community Library","Large Print Non-Fiction",45,45,,,,,,,,,,
"Williamsburg Community Library",LGBTQ+,,,,,,,,,,,,
"Williamsburg Community Library","Lynda.com course",,,,,,,,,,,,
"Williamsburg Community Library",Magazine,2,2,,,,,,,,,,
"Williamsburg Community Library",Map,,,,,,,,,,,,
"Williamsburg Community Library","McNaughton Fiction",,,,,,,,,,,,
"Williamsburg Community Library","McNaughton Non-fiction",1,1,,,,,,,,,,
"Williamsburg Community Library",Miscellaneous,20,20,,,,,,,,,,
"Williamsburg Community Library","Music : compact disc",63,56,,7,,,,,,,,
"Williamsburg Community Library","Music : record",,,,,,,,,,,,
"Williamsburg Community Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Williamsburg Community Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Williamsburg Community Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Williamsburg Community Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Williamsburg Community Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Williamsburg Community Library",Mystery,1497,1349,5,143,5,5,,,7,,,
"Williamsburg Community Library",Mystery-Cozy,78,78,,,3,3,,,,,,
"Williamsburg Community Library",Non-Fiction,2406,1285,43,1078,11,8,,3,1,,,
"Williamsburg Community Library","On Display",,,,,,,,,,,,
"Williamsburg Community Library","Online Resource",,,,,,,,,,,,
"Williamsburg Community Library",Oversize,78,65,,13,,,,,,,,
"Williamsburg Community Library",Paperback,14,14,,,,,,,,,,
"Williamsburg Community Library",Parenting,1,1,,,,,,,,,,
"Williamsburg Community Library","Periodical - Comic books",,,,,,,,,,,,
"Williamsburg Community Library","Picture Book",907,6,,901,7,,,7,,,,
"Williamsburg Community Library","Professional Collection",2,1,,1,,,,,,,,
"Williamsburg Community Library","Public Computer",9,8,,1,,,,,,,,
"Williamsburg Community Library","Puzzles & Board Games",1,1,,,,,,,,,,
"Williamsburg Community Library","Read and listen - easy reader",,,,,,,,,,,,
"Williamsburg Community Library","Read and listen - fiction",,,,,,,,,,,,
"Williamsburg Community Library","Read and listen - non-fiction",,,,,,,,,,,,
"Williamsburg Community Library","Read and listen - picture book",,,,,,,,,,,,
"Williamsburg Community Library","Record player",,,,,,,,,,,,
"Williamsburg Community Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Williamsburg Community Library","Recreation : basketball equipment",,,,,,,,,,,,
"Williamsburg Community Library","Recreation : fishing equipment",,,,,,,,,,,,
"Williamsburg Community Library","Recreation : football equipment",,,,,,,,,,,,
"Williamsburg Community Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Williamsburg Community Library","Recreation : tennis equipment",,,,,,,,,,,,
"Williamsburg Community Library",Reference,,,,,,,,,,,,
"Williamsburg Community Library",Romance,2,2,,,,,,,,,,
"Williamsburg Community Library","Sci Fi-Fantasy",26,22,4,,1,1,,,,,,
"Williamsburg Community Library",Software,,,,,,,,,,,,
"Williamsburg Community Library",Spanish,,,,,,,,,,,,
"Williamsburg Community Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Williamsburg Community Library","Sports & Recreation",,,,,,,,,,,,
"Williamsburg Community Library",VG--Videogame,,,,,,,,,,,,
"Williamsburg Community Library",VG-Gameboy,,,,,,,,,,,,
"Williamsburg Community Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Williamsburg Community Library","VG-Nintendo DS",,,,,,,,,,,,
"Williamsburg Community Library","VG-Nintendo Gamecube",,,,,,,,,,,,
"Williamsburg Community Library","VG-Nintendo Switch",,,,,,,,,,,,
"Williamsburg Community Library","VG-Nintendo Wii",,,,,,,,,,,,
"Williamsburg Community Library","VG-Nintendo Wii U",1,,,1,,,,,,,,
"Williamsburg Community Library","VG-PlayStation 2 (PS2)",1,1,,,,,,,,,,
"Williamsburg Community Library","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Williamsburg Community Library","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Williamsburg Community Library","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Williamsburg Community Library","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Williamsburg Community Library",VG-XBox,,,,,,,,,,,,
"Williamsburg Community Library","VG-XBox 360",,,,,,,,,,,,
"Williamsburg Community Library","VG-XBox One",1,1,,,,,,,,,,
"Williamsburg Community Library","VG-XBox X",,,,,,,,,,,,
"Williamsburg Community Library","Video (Blu-ray)",6,4,,2,,,,,,,,
"Williamsburg Community Library","Video (Blu-ray/DVD combined edition)",3,2,,1,,,,,,,,
"Williamsburg Community Library","Video (DVD)",1820,1288,1,531,4,3,,1,2,1,,
