branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Burlingame Community Library",2023-09-14,Thursday,"14:00 - 14:59",1,2,0,3,1,1,2
"Burlingame Community Library",2023-09-14,Thursday,"15:00 - 15:59",4,0,10,14,2,0,2
"Burlingame Community Library",2023-09-14,Thursday,"16:00 - 16:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-14,Thursday,"17:00 - 17:59",6,0,3,9,1,0,1
"Burlingame Community Library",2023-09-14,Thursday,"18:00 - 18:59",1,0,0,1,1,0,1
"Burlingame Community Library",2023-09-15,Friday,"13:00 - 13:59",3,0,42,45,1,0,1
"Burlingame Community Library",2023-09-15,Friday,"14:00 - 14:59",6,0,8,14,4,0,4
"Burlingame Community Library",2023-09-15,Friday,"15:00 - 15:59",22,0,0,22,4,0,4
"Burlingame Community Library",2023-09-15,Friday,"16:00 - 16:59",19,0,9,28,3,0,3
"Burlingame Community Library",2023-09-15,Friday,"17:00 - 17:59",9,0,1,10,1,0,1
"Burlingame Community Library",2023-09-16,Saturday,"9:00 - 9:59",0,0,11,11,0,0,
"Burlingame Community Library",2023-09-16,Saturday,"13:00 - 13:59",0,0,4,4,0,0,
"Burlingame Community Library",2023-09-18,Monday,"9:00 - 9:59",0,0,1,1,0,0,
"Burlingame Community Library",2023-09-18,Monday,"13:00 - 13:59",1,0,16,17,1,0,1
"Burlingame Community Library",2023-09-18,Monday,"14:00 - 14:59",0,0,6,6,0,0,
"Burlingame Community Library",2023-09-18,Monday,"15:00 - 15:59",4,12,1,17,3,2,3
"Burlingame Community Library",2023-09-18,Monday,"16:00 - 16:59",4,0,2,6,1,0,1
"Burlingame Community Library",2023-09-19,Tuesday,"13:00 - 13:59",2,2,7,11,2,1,3
"Burlingame Community Library",2023-09-19,Tuesday,"14:00 - 14:59",2,0,0,2,1,0,1
"Burlingame Community Library",2023-09-19,Tuesday,"15:00 - 15:59",0,0,5,5,0,0,
"Burlingame Community Library",2023-09-19,Tuesday,"16:00 - 16:59",2,0,0,2,1,0,1
"Burlingame Community Library",2023-09-20,Wednesday,"8:00 - 8:59",0,0,1,1,0,0,
"Burlingame Community Library",2023-09-20,Wednesday,"10:00 - 10:59",5,0,14,19,3,0,3
"Burlingame Community Library",2023-09-20,Wednesday,"11:00 - 11:59",3,0,17,20,1,0,1
"Burlingame Community Library",2023-09-20,Wednesday,"12:00 - 12:59",7,6,1,14,1,1,2
"Burlingame Community Library",2023-09-20,Wednesday,"13:00 - 13:59",4,0,1,5,1,0,1
"Burlingame Community Library",2023-09-20,Wednesday,"15:00 - 15:59",0,5,18,23,0,1,1
"Burlingame Community Library",2023-09-20,Wednesday,"16:00 - 16:59",6,0,2,8,1,0,1
"Burlingame Community Library",2023-09-20,Wednesday,"17:00 - 17:59",2,1,4,7,1,1,1
"Burlingame Community Library",2023-09-21,Thursday,"10:00 - 10:59",0,0,3,3,0,0,
"Burlingame Community Library",2023-09-21,Thursday,"12:00 - 12:59",2,2,0,4,1,1,1
"Burlingame Community Library",2023-09-21,Thursday,"14:00 - 14:59",3,0,7,10,1,0,1
"Burlingame Community Library",2023-09-21,Thursday,"16:00 - 16:59",17,0,11,28,4,0,4
"Burlingame Community Library",2023-09-21,Thursday,"17:00 - 17:59",0,0,14,14,0,0,
"Burlingame Community Library",2023-09-22,Friday,"13:00 - 13:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-22,Friday,"14:00 - 14:59",0,0,32,32,0,0,
"Burlingame Community Library",2023-09-22,Friday,"15:00 - 15:59",3,2,2,7,1,1,2
"Burlingame Community Library",2023-09-22,Friday,"16:00 - 16:59",13,1,15,29,2,1,2
"Burlingame Community Library",2023-09-23,Saturday,"9:00 - 9:59",4,0,1,5,2,0,2
"Burlingame Community Library",2023-09-23,Saturday,"11:00 - 11:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-23,Saturday,"12:00 - 12:59",1,0,3,4,1,0,1
"Burlingame Community Library",2023-09-23,Saturday,"13:00 - 13:59",1,0,3,4,1,0,1
"Burlingame Community Library",2023-09-25,Monday,"13:00 - 13:59",0,0,4,4,0,0,
"Burlingame Community Library",2023-09-25,Monday,"14:00 - 14:59",3,4,30,37,2,1,2
"Burlingame Community Library",2023-09-25,Monday,"15:00 - 15:59",9,0,14,23,2,0,2
"Burlingame Community Library",2023-09-25,Monday,"16:00 - 16:59",10,0,1,11,2,0,2
"Burlingame Community Library",2023-09-25,Monday,"17:00 - 17:59",3,0,0,3,1,0,1
"Burlingame Community Library",2023-09-26,Tuesday,"12:00 - 12:59",0,1,0,1,0,1,1
"Burlingame Community Library",2023-09-26,Tuesday,"13:00 - 13:59",2,0,2,4,1,0,1
"Burlingame Community Library",2023-09-26,Tuesday,"15:00 - 15:59",7,0,13,20,2,0,2
"Burlingame Community Library",2023-09-26,Tuesday,"16:00 - 16:59",3,0,10,13,1,0,1
"Burlingame Community Library",2023-09-27,Wednesday,"9:00 - 9:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-27,Wednesday,"10:00 - 10:59",10,0,17,27,1,0,1
"Burlingame Community Library",2023-09-27,Wednesday,"11:00 - 11:59",2,0,25,27,1,0,1
"Burlingame Community Library",2023-09-27,Wednesday,"12:00 - 12:59",1,0,2,3,1,0,1
"Burlingame Community Library",2023-09-27,Wednesday,"13:00 - 13:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-27,Wednesday,"15:00 - 15:59",7,13,4,24,2,4,5
"Burlingame Community Library",2023-09-27,Wednesday,"18:00 - 18:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-28,Thursday,"9:00 - 9:59",1,0,0,1,1,0,1
"Burlingame Community Library",2023-09-28,Thursday,"12:00 - 12:59",0,0,2,2,0,0,
"Burlingame Community Library",2023-09-28,Thursday,"14:00 - 14:59",0,0,1,1,0,0,
"Burlingame Community Library",2023-09-28,Thursday,"15:00 - 15:59",5,0,9,14,1,0,1
"Burlingame Community Library",2023-09-28,Thursday,"18:00 - 18:59",0,0,4,4,0,0,
"Burlingame Community Library",2023-09-29,Friday,"7:00 - 7:59",0,1,0,1,0,1,1
"Burlingame Community Library",2023-09-29,Friday,"10:00 - 10:59",0,0,5,5,0,0,
"Burlingame Community Library",2023-09-29,Friday,"12:00 - 12:59",43,0,5,48,3,0,3
"Burlingame Community Library",2023-09-29,Friday,"13:00 - 13:59",0,0,33,33,0,0,
"Burlingame Community Library",2023-09-29,Friday,"14:00 - 14:59",4,5,2,11,1,1,2
"Burlingame Community Library",2023-09-29,Friday,"16:00 - 16:59",0,0,6,6,0,0,
"Burlingame Community Library",2023-09-30,Saturday,"8:00 - 8:59",0,0,3,3,0,0,
"Burlingame Community Library",2023-09-30,Saturday,"9:00 - 9:59",4,0,8,12,2,0,2
"Burlingame Community Library",2023-09-30,Saturday,"11:00 - 11:59",6,0,6,12,1,0,1
"Burlingame Community Library",2023-09-30,Saturday,"12:00 - 12:59",1,0,2,3,1,0,1
"Carbondale City Library",2023-09-01,Friday,"7:00 - 7:59",0,1,0,1,0,1,1
"Carbondale City Library",2023-09-01,Friday,"9:00 - 9:59",2,0,3,5,1,0,1
"Carbondale City Library",2023-09-01,Friday,"10:00 - 10:59",5,0,7,12,2,0,2
"Carbondale City Library",2023-09-01,Friday,"11:00 - 11:59",0,0,5,5,0,0,
"Carbondale City Library",2023-09-01,Friday,"12:00 - 12:59",0,0,40,40,0,0,
"Carbondale City Library",2023-09-01,Friday,"13:00 - 13:59",3,0,3,6,2,0,2
"Carbondale City Library",2023-09-01,Friday,"14:00 - 14:59",1,0,1,2,1,0,1
"Carbondale City Library",2023-09-01,Friday,"15:00 - 15:59",7,6,0,13,2,1,2
"Carbondale City Library",2023-09-01,Friday,"16:00 - 16:59",5,6,15,26,1,1,2
"Carbondale City Library",2023-09-03,Sunday,"9:00 - 9:59",0,4,0,4,0,1,1
"Carbondale City Library",2023-09-04,Monday,"8:00 - 8:59",0,1,0,1,0,1,1
"Carbondale City Library",2023-09-05,Tuesday,"9:00 - 9:59",1,0,17,18,1,0,1
"Carbondale City Library",2023-09-05,Tuesday,"10:00 - 10:59",2,1,11,14,1,1,2
"Carbondale City Library",2023-09-05,Tuesday,"11:00 - 11:59",17,0,22,39,5,0,5
"Carbondale City Library",2023-09-05,Tuesday,"12:00 - 12:59",0,0,6,6,0,0,
"Carbondale City Library",2023-09-05,Tuesday,"13:00 - 13:59",21,0,6,27,5,0,5
"Carbondale City Library",2023-09-05,Tuesday,"14:00 - 14:59",5,0,4,9,1,0,1
"Carbondale City Library",2023-09-05,Tuesday,"16:00 - 16:59",8,1,0,9,1,1,1
"Carbondale City Library",2023-09-06,Wednesday,"9:00 - 9:59",11,0,7,18,5,0,5
"Carbondale City Library",2023-09-06,Wednesday,"10:00 - 10:59",2,1,1,4,2,1,2
"Carbondale City Library",2023-09-06,Wednesday,"11:00 - 11:59",5,5,5,15,3,1,3
"Carbondale City Library",2023-09-06,Wednesday,"13:00 - 13:59",7,9,25,41,4,1,5
"Carbondale City Library",2023-09-06,Wednesday,"14:00 - 14:59",4,0,9,13,2,0,2
"Carbondale City Library",2023-09-06,Wednesday,"15:00 - 15:59",4,1,0,5,4,1,4
"Carbondale City Library",2023-09-06,Wednesday,"16:00 - 16:59",4,0,5,9,3,0,3
"Carbondale City Library",2023-09-07,Thursday,"9:00 - 9:59",0,1,0,1,0,1,1
"Carbondale City Library",2023-09-07,Thursday,"11:00 - 11:59",0,0,2,2,0,0,
"Carbondale City Library",2023-09-07,Thursday,"12:00 - 12:59",13,1,9,23,4,1,5
"Carbondale City Library",2023-09-07,Thursday,"13:00 - 13:59",5,0,5,10,1,0,1
"Carbondale City Library",2023-09-07,Thursday,"14:00 - 14:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-07,Thursday,"15:00 - 15:59",0,0,2,2,0,0,
"Carbondale City Library",2023-09-07,Thursday,"17:00 - 17:59",15,1,18,34,4,1,4
"Carbondale City Library",2023-09-07,Thursday,"18:00 - 18:59",1,0,1,2,1,0,1
"Carbondale City Library",2023-09-08,Friday,"9:00 - 9:59",1,0,9,10,1,0,1
"Carbondale City Library",2023-09-08,Friday,"10:00 - 10:59",0,2,0,2,0,1,1
"Carbondale City Library",2023-09-08,Friday,"11:00 - 11:59",1,1,4,6,1,1,2
"Carbondale City Library",2023-09-08,Friday,"12:00 - 12:59",7,0,24,31,2,0,2
"Carbondale City Library",2023-09-08,Friday,"13:00 - 13:59",11,6,13,30,6,4,8
"Carbondale City Library",2023-09-08,Friday,"14:00 - 14:59",4,0,2,6,3,0,3
"Carbondale City Library",2023-09-08,Friday,"15:00 - 15:59",2,4,7,13,1,2,2
"Carbondale City Library",2023-09-08,Friday,"16:00 - 16:59",10,3,6,19,2,1,2
"Carbondale City Library",2023-09-09,Saturday,"9:00 - 9:59",8,0,6,14,2,0,2
"Carbondale City Library",2023-09-09,Saturday,"10:00 - 10:59",12,0,16,28,3,0,3
"Carbondale City Library",2023-09-09,Saturday,"11:00 - 11:59",13,1,9,23,4,1,4
"Carbondale City Library",2023-09-09,Saturday,"12:00 - 12:59",2,0,0,2,1,0,1
"Carbondale City Library",2023-09-10,Sunday,"14:00 - 14:59",0,5,0,5,0,1,1
"Carbondale City Library",2023-09-11,Monday,"12:00 - 12:59",0,2,54,56,0,1,1
"Carbondale City Library",2023-09-11,Monday,"13:00 - 13:59",25,0,9,34,5,0,5
"Carbondale City Library",2023-09-11,Monday,"14:00 - 14:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-11,Monday,"15:00 - 15:59",4,0,0,4,2,0,2
"Carbondale City Library",2023-09-11,Monday,"16:00 - 16:59",7,2,9,18,1,1,2
"Carbondale City Library",2023-09-12,Tuesday,"9:00 - 9:59",2,0,5,7,1,0,1
"Carbondale City Library",2023-09-12,Tuesday,"10:00 - 10:59",2,0,1,3,2,0,2
"Carbondale City Library",2023-09-12,Tuesday,"11:00 - 11:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-12,Tuesday,"13:00 - 13:59",5,0,5,10,1,0,1
"Carbondale City Library",2023-09-12,Tuesday,"14:00 - 14:59",0,0,4,4,0,0,
"Carbondale City Library",2023-09-12,Tuesday,"15:00 - 15:59",5,0,1,6,1,0,1
"Carbondale City Library",2023-09-13,Wednesday,"5:00 - 5:59",0,2,0,2,0,1,1
"Carbondale City Library",2023-09-13,Wednesday,"9:00 - 9:59",3,0,4,7,1,0,1
"Carbondale City Library",2023-09-13,Wednesday,"10:00 - 10:59",7,0,0,7,4,0,4
"Carbondale City Library",2023-09-13,Wednesday,"11:00 - 11:59",1,0,8,9,1,0,1
"Carbondale City Library",2023-09-13,Wednesday,"12:00 - 12:59",2,0,15,17,1,0,1
"Carbondale City Library",2023-09-13,Wednesday,"13:00 - 13:59",5,0,5,10,2,0,2
"Carbondale City Library",2023-09-13,Wednesday,"14:00 - 14:59",3,0,5,8,1,0,1
"Carbondale City Library",2023-09-13,Wednesday,"15:00 - 15:59",0,0,4,4,0,0,
"Carbondale City Library",2023-09-13,Wednesday,"16:00 - 16:59",4,1,0,5,1,1,1
"Carbondale City Library",2023-09-14,Thursday,"8:00 - 8:59",0,5,0,5,0,1,1
"Carbondale City Library",2023-09-14,Thursday,"12:00 - 12:59",1,0,20,21,1,0,1
"Carbondale City Library",2023-09-14,Thursday,"13:00 - 13:59",0,0,13,13,0,0,
"Carbondale City Library",2023-09-14,Thursday,"14:00 - 14:59",8,1,4,13,2,1,2
"Carbondale City Library",2023-09-14,Thursday,"15:00 - 15:59",2,0,3,5,1,0,1
"Carbondale City Library",2023-09-14,Thursday,"16:00 - 16:59",4,0,12,16,2,0,2
"Carbondale City Library",2023-09-14,Thursday,"17:00 - 17:59",5,0,0,5,3,0,3
"Carbondale City Library",2023-09-14,Thursday,"18:00 - 18:59",3,0,0,3,3,0,3
"Carbondale City Library",2023-09-15,Friday,"9:00 - 9:59",2,0,1,3,1,0,1
"Carbondale City Library",2023-09-15,Friday,"10:00 - 10:59",1,0,0,1,1,0,1
"Carbondale City Library",2023-09-15,Friday,"12:00 - 12:59",4,1,13,18,2,1,3
"Carbondale City Library",2023-09-15,Friday,"13:00 - 13:59",1,3,6,10,1,2,3
"Carbondale City Library",2023-09-15,Friday,"14:00 - 14:59",5,0,4,9,1,0,1
"Carbondale City Library",2023-09-15,Friday,"15:00 - 15:59",2,0,1,3,1,0,1
"Carbondale City Library",2023-09-15,Friday,"16:00 - 16:59",2,0,0,2,1,0,1
"Carbondale City Library",2023-09-16,Saturday,"7:00 - 7:59",0,1,0,1,0,1,1
"Carbondale City Library",2023-09-16,Saturday,"9:00 - 9:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-16,Saturday,"10:00 - 10:59",0,0,3,3,0,0,
"Carbondale City Library",2023-09-16,Saturday,"11:00 - 11:59",7,0,2,9,2,0,2
"Carbondale City Library",2023-09-18,Monday,"12:00 - 12:59",0,1,7,8,0,1,1
"Carbondale City Library",2023-09-18,Monday,"13:00 - 13:59",18,0,17,35,3,0,3
"Carbondale City Library",2023-09-18,Monday,"15:00 - 15:59",0,2,2,4,0,1,1
"Carbondale City Library",2023-09-18,Monday,"16:00 - 16:59",0,2,1,3,0,1,1
"Carbondale City Library",2023-09-19,Tuesday,"9:00 - 9:59",2,0,2,4,1,0,1
"Carbondale City Library",2023-09-19,Tuesday,"10:00 - 10:59",3,1,6,10,2,1,3
"Carbondale City Library",2023-09-19,Tuesday,"11:00 - 11:59",6,1,6,13,2,1,3
"Carbondale City Library",2023-09-19,Tuesday,"12:00 - 12:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-19,Tuesday,"13:00 - 13:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-19,Tuesday,"15:00 - 15:59",2,1,1,4,2,1,2
"Carbondale City Library",2023-09-19,Tuesday,"16:00 - 16:59",0,0,3,3,0,0,
"Carbondale City Library",2023-09-19,Tuesday,"18:00 - 18:59",0,1,0,1,0,1,1
"Carbondale City Library",2023-09-20,Wednesday,"9:00 - 9:59",4,0,24,28,2,0,2
"Carbondale City Library",2023-09-20,Wednesday,"10:00 - 10:59",25,0,1,26,8,0,8
"Carbondale City Library",2023-09-20,Wednesday,"11:00 - 11:59",1,3,0,4,1,1,2
"Carbondale City Library",2023-09-20,Wednesday,"12:00 - 12:59",0,0,12,12,0,0,
"Carbondale City Library",2023-09-20,Wednesday,"13:00 - 13:59",0,0,6,6,0,0,
"Carbondale City Library",2023-09-20,Wednesday,"15:00 - 15:59",6,0,5,11,3,0,3
"Carbondale City Library",2023-09-20,Wednesday,"16:00 - 16:59",9,0,6,15,1,0,1
"Carbondale City Library",2023-09-21,Thursday,"12:00 - 12:59",1,0,3,4,1,0,1
"Carbondale City Library",2023-09-21,Thursday,"14:00 - 14:59",6,0,8,14,2,0,2
"Carbondale City Library",2023-09-21,Thursday,"16:00 - 16:59",11,11,15,37,4,2,4
"Carbondale City Library",2023-09-21,Thursday,"18:00 - 18:59",1,0,1,2,1,0,1
"Carbondale City Library",2023-09-22,Friday,"9:00 - 9:59",0,0,3,3,0,0,
"Carbondale City Library",2023-09-22,Friday,"10:00 - 10:59",2,0,2,4,1,0,1
"Carbondale City Library",2023-09-22,Friday,"11:00 - 11:59",8,0,5,13,2,0,2
"Carbondale City Library",2023-09-22,Friday,"12:00 - 12:59",1,0,5,6,1,0,1
"Carbondale City Library",2023-09-22,Friday,"13:00 - 13:59",6,0,36,42,2,0,2
"Carbondale City Library",2023-09-22,Friday,"14:00 - 14:59",6,0,7,13,2,0,2
"Carbondale City Library",2023-09-22,Friday,"16:00 - 16:59",4,0,5,9,1,0,1
"Carbondale City Library",2023-09-23,Saturday,"8:00 - 8:59",0,9,0,9,0,1,1
"Carbondale City Library",2023-09-23,Saturday,"9:00 - 9:59",7,0,11,18,2,0,2
"Carbondale City Library",2023-09-23,Saturday,"10:00 - 10:59",12,3,9,24,4,1,5
"Carbondale City Library",2023-09-23,Saturday,"11:00 - 11:59",13,0,1,14,1,0,1
"Carbondale City Library",2023-09-23,Saturday,"12:00 - 12:59",3,0,0,3,1,0,1
"Carbondale City Library",2023-09-25,Monday,"10:00 - 10:59",0,0,9,9,0,0,
"Carbondale City Library",2023-09-25,Monday,"12:00 - 12:59",8,1,11,20,2,1,2
"Carbondale City Library",2023-09-25,Monday,"13:00 - 13:59",0,0,19,19,0,0,
"Carbondale City Library",2023-09-25,Monday,"14:00 - 14:59",1,0,1,2,1,0,1
"Carbondale City Library",2023-09-25,Monday,"15:00 - 15:59",10,1,8,19,3,1,3
"Carbondale City Library",2023-09-25,Monday,"16:00 - 16:59",50,1,39,90,7,1,7
"Carbondale City Library",2023-09-25,Monday,"17:00 - 17:59",1,0,0,1,1,0,1
"Carbondale City Library",2023-09-26,Tuesday,"7:00 - 7:59",0,2,0,2,0,1,1
"Carbondale City Library",2023-09-26,Tuesday,"9:00 - 9:59",1,0,8,9,1,0,1
"Carbondale City Library",2023-09-26,Tuesday,"10:00 - 10:59",6,0,15,21,3,0,3
"Carbondale City Library",2023-09-26,Tuesday,"11:00 - 11:59",0,0,2,2,0,0,
"Carbondale City Library",2023-09-26,Tuesday,"12:00 - 12:59",3,1,5,9,1,1,2
"Carbondale City Library",2023-09-26,Tuesday,"15:00 - 15:59",0,4,5,9,0,1,1
"Carbondale City Library",2023-09-26,Tuesday,"16:00 - 16:59",13,0,10,23,4,0,4
"Carbondale City Library",2023-09-27,Wednesday,"9:00 - 9:59",4,0,22,26,2,0,2
"Carbondale City Library",2023-09-27,Wednesday,"10:00 - 10:59",24,0,9,33,5,0,5
"Carbondale City Library",2023-09-27,Wednesday,"13:00 - 13:59",1,0,16,17,1,0,1
"Carbondale City Library",2023-09-27,Wednesday,"14:00 - 14:59",7,0,4,11,4,0,4
"Carbondale City Library",2023-09-27,Wednesday,"15:00 - 15:59",0,0,3,3,0,0,
"Carbondale City Library",2023-09-27,Wednesday,"16:00 - 16:59",3,0,1,4,2,0,2
"Carbondale City Library",2023-09-28,Thursday,"7:00 - 7:59",0,2,0,2,0,1,1
"Carbondale City Library",2023-09-28,Thursday,"12:00 - 12:59",1,2,14,17,1,2,3
"Carbondale City Library",2023-09-28,Thursday,"13:00 - 13:59",0,0,5,5,0,0,
"Carbondale City Library",2023-09-28,Thursday,"14:00 - 14:59",3,0,0,3,1,0,1
"Carbondale City Library",2023-09-28,Thursday,"15:00 - 15:59",0,0,4,4,0,0,
"Carbondale City Library",2023-09-28,Thursday,"16:00 - 16:59",10,4,1,15,2,1,3
"Carbondale City Library",2023-09-28,Thursday,"17:00 - 17:59",16,0,9,25,2,0,2
"Carbondale City Library",2023-09-28,Thursday,"18:00 - 18:59",1,0,0,1,1,0,1
"Carbondale City Library",2023-09-29,Friday,"9:00 - 9:59",0,0,1,1,0,0,
"Carbondale City Library",2023-09-29,Friday,"10:00 - 10:59",7,0,1,8,2,0,2
"Carbondale City Library",2023-09-29,Friday,"11:00 - 11:59",1,1,2,4,1,1,2
"Carbondale City Library",2023-09-29,Friday,"12:00 - 12:59",5,7,18,30,3,2,5
"Carbondale City Library",2023-09-29,Friday,"13:00 - 13:59",2,0,9,11,2,0,2
"Carbondale City Library",2023-09-29,Friday,"14:00 - 14:59",6,0,2,8,3,0,3
"Carbondale City Library",2023-09-29,Friday,"15:00 - 15:59",1,0,1,2,1,0,1
"Carbondale City Library",2023-09-29,Friday,"16:00 - 16:59",1,0,0,1,1,0,1
"Carbondale City Library",2023-09-29,Friday,"19:00 - 19:59",0,1,0,1,0,1,1
"Carbondale City Library",2023-09-30,Saturday,"11:00 - 11:59",0,2,0,2,0,1,1
"Centralia Community Library",2023-09-01,Friday,"10:00 - 10:59",7,0,8,15,2,0,2
"Centralia Community Library",2023-09-01,Friday,"11:00 - 11:59",2,0,0,2,1,0,1
"Centralia Community Library",2023-09-01,Friday,"12:00 - 12:59",6,0,0,6,1,0,1
"Centralia Community Library",2023-09-01,Friday,"13:00 - 13:59",4,4,0,8,1,2,2
"Centralia Community Library",2023-09-01,Friday,"14:00 - 14:59",1,2,0,3,1,1,1
"Centralia Community Library",2023-09-01,Friday,"15:00 - 15:59",0,0,6,6,0,0,
"Centralia Community Library",2023-09-01,Friday,"16:00 - 16:59",0,0,6,6,0,0,
"Centralia Community Library",2023-09-02,Saturday,"8:00 - 8:59",0,0,1,1,0,0,
"Centralia Community Library",2023-09-06,Wednesday,"8:00 - 8:59",2,0,13,15,2,0,2
"Centralia Community Library",2023-09-06,Wednesday,"9:00 - 9:59",3,0,2,5,1,0,1
"Centralia Community Library",2023-09-06,Wednesday,"10:00 - 10:59",1,20,1,22,1,7,8
"Centralia Community Library",2023-09-06,Wednesday,"13:00 - 13:59",4,0,8,12,2,0,2
"Centralia Community Library",2023-09-06,Wednesday,"16:00 - 16:59",0,0,16,16,0,0,
"Centralia Community Library",2023-09-06,Wednesday,"17:00 - 17:59",4,1,15,20,2,1,2
"Centralia Community Library",2023-09-06,Wednesday,"18:00 - 18:59",6,1,0,7,2,1,2
"Centralia Community Library",2023-09-07,Thursday,"7:00 - 7:59",0,0,2,2,0,0,
"Centralia Community Library",2023-09-07,Thursday,"8:00 - 8:59",6,0,9,15,2,0,2
"Centralia Community Library",2023-09-07,Thursday,"10:00 - 10:59",1,0,0,1,1,0,1
"Centralia Community Library",2023-09-07,Thursday,"12:00 - 12:59",3,0,0,3,2,0,2
"Centralia Community Library",2023-09-07,Thursday,"13:00 - 13:59",3,0,6,9,1,0,1
"Centralia Community Library",2023-09-07,Thursday,"14:00 - 14:59",0,1,0,1,0,1,1
"Centralia Community Library",2023-09-08,Friday,"10:00 - 10:59",0,0,16,16,0,0,
"Centralia Community Library",2023-09-08,Friday,"11:00 - 11:59",0,5,0,5,0,4,4
"Centralia Community Library",2023-09-08,Friday,"16:00 - 16:59",1,0,14,15,1,0,1
"Centralia Community Library",2023-09-09,Saturday,"9:00 - 9:59",5,0,3,8,4,0,4
"Centralia Community Library",2023-09-09,Saturday,"11:00 - 11:59",2,0,0,2,1,0,1
"Centralia Community Library",2023-09-11,Monday,"10:00 - 10:59",0,0,5,5,0,0,
"Centralia Community Library",2023-09-11,Monday,"11:00 - 11:59",0,0,1,1,0,0,
"Centralia Community Library",2023-09-11,Monday,"12:00 - 12:59",1,3,0,4,1,1,2
"Centralia Community Library",2023-09-11,Monday,"13:00 - 13:59",1,4,0,5,1,1,1
"Centralia Community Library",2023-09-11,Monday,"14:00 - 14:59",4,1,2,7,2,1,2
"Centralia Community Library",2023-09-11,Monday,"16:00 - 16:59",1,0,13,14,1,0,1
"Centralia Community Library",2023-09-11,Monday,"17:00 - 17:59",2,0,0,2,1,0,1
"Centralia Community Library",2023-09-13,Wednesday,"8:00 - 8:59",0,16,0,16,0,4,4
"Centralia Community Library",2023-09-13,Wednesday,"9:00 - 9:59",0,0,1,1,0,0,
"Centralia Community Library",2023-09-13,Wednesday,"10:00 - 10:59",3,0,1,4,1,0,1
"Centralia Community Library",2023-09-13,Wednesday,"11:00 - 11:59",3,0,3,6,1,0,1
"Centralia Community Library",2023-09-13,Wednesday,"12:00 - 12:59",2,0,0,2,1,0,1
"Centralia Community Library",2023-09-13,Wednesday,"13:00 - 13:59",4,0,3,7,1,0,1
"Centralia Community Library",2023-09-13,Wednesday,"16:00 - 16:59",0,0,6,6,0,0,
"Centralia Community Library",2023-09-13,Wednesday,"17:00 - 17:59",2,0,7,9,2,0,2
"Centralia Community Library",2023-09-13,Wednesday,"18:00 - 18:59",4,0,3,7,2,0,2
"Centralia Community Library",2023-09-14,Thursday,"6:00 - 6:59",0,2,0,2,0,1,1
"Centralia Community Library",2023-09-14,Thursday,"7:00 - 7:59",0,0,3,3,0,0,
"Centralia Community Library",2023-09-14,Thursday,"13:00 - 13:59",2,0,4,6,2,0,2
"Centralia Community Library",2023-09-15,Friday,"10:00 - 10:59",0,0,2,2,0,0,
"Centralia Community Library",2023-09-15,Friday,"11:00 - 11:59",1,0,3,4,1,0,1
"Centralia Community Library",2023-09-15,Friday,"13:00 - 13:59",6,0,5,11,2,0,2
"Centralia Community Library",2023-09-15,Friday,"16:00 - 16:59",0,0,10,10,0,0,
"Centralia Community Library",2023-09-15,Friday,"17:00 - 17:59",3,1,2,6,2,1,2
"Centralia Community Library",2023-09-16,Saturday,"8:00 - 8:59",0,0,1,1,0,0,
"Centralia Community Library",2023-09-16,Saturday,"9:00 - 9:59",1,0,2,3,1,0,1
"Centralia Community Library",2023-09-16,Saturday,"11:00 - 11:59",3,0,1,4,2,0,2
"Centralia Community Library",2023-09-18,Monday,"8:00 - 8:59",0,5,0,5,0,1,1
"Centralia Community Library",2023-09-18,Monday,"10:00 - 10:59",1,0,10,11,1,0,1
"Centralia Community Library",2023-09-18,Monday,"11:00 - 11:59",5,13,4,22,2,5,6
"Centralia Community Library",2023-09-18,Monday,"12:00 - 12:59",4,1,5,10,1,1,2
"Centralia Community Library",2023-09-18,Monday,"13:00 - 13:59",9,0,3,12,2,0,2
"Centralia Community Library",2023-09-18,Monday,"14:00 - 14:59",3,0,0,3,2,0,2
"Centralia Community Library",2023-09-18,Monday,"15:00 - 15:59",1,0,0,1,1,0,1
"Centralia Community Library",2023-09-18,Monday,"16:00 - 16:59",0,0,4,4,0,0,
"Centralia Community Library",2023-09-20,Wednesday,"8:00 - 8:59",0,0,4,4,0,0,
"Centralia Community Library",2023-09-20,Wednesday,"9:00 - 9:59",2,4,0,6,1,3,3
"Centralia Community Library",2023-09-20,Wednesday,"12:00 - 12:59",0,0,1,1,0,0,
