branchname,"COLLECTION CODE","TOTAL ITEMS","ADULT ITEMS","YOUNG ADULT ITEMS","JUVENILE ITEMS","TOTAL ADDED LM","ADULT ADDED LM","YOUNG ADULT ADDED LM","JUVENILE ADDED LM","TOTAL DELETED LM","ADULT DELETED LM","YOUNG ADULT DELETED LM","JUVENILE DELETED LM"
"Prairie Hills Schools - Sabetha Middle School","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",VG-XBox,,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-XBox 360",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-XBox One",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","VG-XBox X",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (DVD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video (VHS cassette)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video-TV series (DVD)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School","Video-TV series (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Sabetha Middle School",Western,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",(Unclassified),1,,,1,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Action & Adventure",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Adult literacy",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","African American history and literature",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Archival materials",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Atlas,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Audiobook (cassette)",15,,1,14,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Audiobook (CD)",36,1,4,31,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Audiobook (downloadable)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Audiobook (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Audiovisual equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Bakeware,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Battle of the books",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Bicycle,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Bilingual,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Binder,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Biography,163,8,43,112,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Blu-ray player",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Board Book",7,,,7,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Chapter Books",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Classics,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Contemporary Issues",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Downloadable Book",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Downloadable Graphic Novel",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Downloadable Magazine",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Downloadable Movie",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Downloadable Music",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Downloadable TV Show",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Easy Reader",39,,,39,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Education,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Fiction,5875,851,1927,3097,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Gadget,6,1,,5,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Genealogy,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Graphic Novel",42,,6,36,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Historical ",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Holiday,2,,,2,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Holiday video",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Inspirational,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Interlibrary Loan",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Kansas,1,1,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Kansas notable books",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Large Print",9,3,1,5,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Large Print Non-Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",LGBTQ+,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Lynda.com course",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Magazine,23,,,23,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Map,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","McNaughton Fiction",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","McNaughton Non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Miscellaneous,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Music : compact disc",2,,,2,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Music : record",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Musical instrument : brass instruments",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Musical instrument : drums and percussion",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Musical instrument : misceleaneous",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Musical instrument : stringed instruments",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Mystery,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Mystery-Cozy,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Non-Fiction,3097,53,71,2973,,,,,4,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","On Display",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Online Resource",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Oversize,18,,,18,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Paperback,1,1,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Parenting,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Periodical - Comic books",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Picture Book",3610,1,,3609,,,,,1,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Professional Collection",384,377,,7,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Public Computer",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Puzzles & Board Games",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Read and listen - easy reader",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Read and listen - fiction",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Read and listen - non-fiction",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Read and listen - picture book",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Record player",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Recreation : basketball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Recreation : fishing equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Recreation : football equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Recreation : tennis equipment",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Reference,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Romance,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Sci Fi-Fantasy",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Software,1,,,1,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Spanish,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Sports & Recreation",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",VG--Videogame,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",VG-Gameboy,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-Nintendo 3DS",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-Nintendo DS",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-Nintendo Gamecube",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-Nintendo Switch",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-Nintendo Wii",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-Nintendo Wii U",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-PlayStation 2 (PS2)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-PlayStation 3 (PS3)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-PlayStation 4 (PS4)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-PlayStation 5 (PS5)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-PlayStation Portable (PSP)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",VG-XBox,,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-XBox 360",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-XBox One",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","VG-XBox X",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video (DVD)",71,1,,70,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video (VHS cassette)",11,,1,10,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video-TV series (Blu-ray)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video-TV series (Blu-ray/DVD combined edition)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video-TV series (DVD)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)","Video-TV series (media player)",,,,,,,,,,,,
"Prairie Hills Schools - Wetmore Academic Center (Permanently closed)",Western,1,1,,,,,,,,,,
"Richmond Public Library",(Unclassified),,,,,,,,,,,,
"Richmond Public Library","Action & Adventure",,,,,,,,,,,,
"Richmond Public Library","Adult literacy",,,,,,,,,,,,
"Richmond Public Library","African American history and literature",,,,,,,,,,,,
"Richmond Public Library","Archival materials",,,,,,,,,,,,
"Richmond Public Library",Atlas,,,,,,,,,,,,
"Richmond Public Library","Audiobook (cassette)",,,,,,,,,,,,
"Richmond Public Library","Audiobook (CD)",18,17,1,,,,,,,,,
"Richmond Public Library","Audiobook (downloadable)",,,,,,,,,,,,
"Richmond Public Library","Audiobook (media player)",,,,,,,,,,,,
"Richmond Public Library","Audiovisual equipment",,,,,,,,,,,,
"Richmond Public Library",Bakeware,,,,,,,,,,,,
"Richmond Public Library","Battle of the books",,,,,,,,,,,,
"Richmond Public Library",Bicycle,,,,,,,,,,,,
"Richmond Public Library",Bilingual,,,,,,,,,,,,
"Richmond Public Library",Binder,,,,,,,,,,,,
"Richmond Public Library",Biography,69,41,,28,2,1,,1,1,,,
"Richmond Public Library","Blu-ray player",,,,,,,,,,,,
"Richmond Public Library","Board Book",180,,,180,2,,,2,,,,
"Richmond Public Library","Chapter Books",,,,,,,,,,,,
"Richmond Public Library",Classics,,,,,,,,,,,,
"Richmond Public Library","Contemporary Issues",,,,,,,,,,,,
"Richmond Public Library","Downloadable Book",,,,,,,,,,,,
"Richmond Public Library","Downloadable Graphic Novel",,,,,,,,,,,,
"Richmond Public Library","Downloadable Magazine",,,,,,,,,,,,
"Richmond Public Library","Downloadable Movie",,,,,,,,,,,,
"Richmond Public Library","Downloadable Music",,,,,,,,,,,,
"Richmond Public Library","Downloadable TV Show",,,,,,,,,,,,
"Richmond Public Library","Easy Reader",318,2,,316,,,,,,,,
"Richmond Public Library",Education,1,,,1,,,,,,,,
"Richmond Public Library",Fiction,3098,1402,453,1243,21,14,2,5,27,,,
"Richmond Public Library",Gadget,7,6,1,,,,,,,,,
"Richmond Public Library",Genealogy,,,,,,,,,,,,
"Richmond Public Library","Graphic Novel",175,,107,68,,,,,2,,,
"Richmond Public Library","Historical ",,,,,,,,,,,,
"Richmond Public Library",Holiday,46,,,46,,,,,,,,
"Richmond Public Library","Holiday video",,,,,,,,,,,,
"Richmond Public Library",Inspirational,,,,,,,,,,,,
"Richmond Public Library","Interlibrary Loan",,,,,,,,,,,,
"Richmond Public Library",Kansas,140,134,1,5,,,,,5,,,
"Richmond Public Library","Kansas notable books",1,1,,,,,,,,,,
"Richmond Public Library","Large Print",391,389,,2,5,5,,,3,,,
"Richmond Public Library","Large Print Non-Fiction",9,9,,,,,,,,,,
"Richmond Public Library",LGBTQ+,,,,,,,,,,,,
"Richmond Public Library","Lynda.com course",,,,,,,,,,,,
"Richmond Public Library",Magazine,15,15,,,,,,,,,,
"Richmond Public Library",Map,,,,,,,,,,,,
"Richmond Public Library","McNaughton Fiction",,,,,,,,,,,,
"Richmond Public Library","McNaughton Non-fiction",,,,,,,,,,,,
"Richmond Public Library",Miscellaneous,23,23,,,,,,,,,,
"Richmond Public Library","Music : compact disc",42,42,,,,,,,,,,
"Richmond Public Library","Music : record",,,,,,,,,,,,
"Richmond Public Library","Musical instrument : brass instruments",,,,,,,,,,,,
"Richmond Public Library","Musical instrument : drums and percussion",,,,,,,,,,,,
"Richmond Public Library","Musical instrument : misceleaneous",,,,,,,,,,,,
"Richmond Public Library","Musical instrument : stringed instruments",,,,,,,,,,,,
"Richmond Public Library","Musical instrument : woodwind instruments",,,,,,,,,,,,
"Richmond Public Library",Mystery,,,,,,,,,,,,
"Richmond Public Library",Mystery-Cozy,,,,,,,,,,,,
"Richmond Public Library",Non-Fiction,830,355,9,466,,,,,15,,,
"Richmond Public Library","On Display",1,,,1,,,,,,,,
"Richmond Public Library","Online Resource",,,,,,,,,,,,
"Richmond Public Library",Oversize,2,1,,1,,,,,,,,
"Richmond Public Library",Paperback,256,194,10,52,,,,,17,,,
"Richmond Public Library",Parenting,,,,,,,,,,,,
"Richmond Public Library","Periodical - Comic books",,,,,,,,,,,,
"Richmond Public Library","Picture Book",277,,,277,,,,,2,,,
"Richmond Public Library","Professional Collection",,,,,,,,,,,,
"Richmond Public Library","Public Computer",7,7,,,,,,,,,,
"Richmond Public Library","Puzzles & Board Games",,,,,,,,,,,,
"Richmond Public Library","Read and listen - easy reader",,,,,,,,,,,,
"Richmond Public Library","Read and listen - fiction",,,,,,,,,,,,
"Richmond Public Library","Read and listen - non-fiction",,,,,,,,,,,,
"Richmond Public Library","Read and listen - picture book",,,,,,,,,,,,
"Richmond Public Library","Record player",,,,,,,,,,,,
"Richmond Public Library","Recreation : athletic / sports equipment",,,,,,,,,,,,
"Richmond Public Library","Recreation : basketball equipment",,,,,,,,,,,,
"Richmond Public Library","Recreation : fishing equipment",,,,,,,,,,,,
"Richmond Public Library","Recreation : football equipment",,,,,,,,,,,,
"Richmond Public Library","Recreation : softball / baseball equipment",,,,,,,,,,,,
"Richmond Public Library","Recreation : tennis equipment",,,,,,,,,,,,
"Richmond Public Library",Reference,,,,,,,,,,,,
"Richmond Public Library",Romance,,,,,,,,,,,,
"Richmond Public Library","Sci Fi-Fantasy",51,51,,,,,,,,,,
"Richmond Public Library",Software,,,,,,,,,,,,
"Richmond Public Library",Spanish,,,,,,,,,,,,
"Richmond Public Library","Special collection - Dyslexic and Autistic Reading Engagement",,,,,,,,,,,,
"Richmond Public Library","Sports & Recreation",,,,,,,,,,,,
"Richmond Public Library",VG--Videogame,4,,2,2,,,,,,,,
"Richmond Public Library",VG-Gameboy,,,,,,,,,,,,
"Richmond Public Library","VG-Nintendo 3DS",,,,,,,,,,,,
"Richmond Public Library","VG-Nintendo DS",,,,,,,,,,,,
"Richmond Public Library","VG-Nintendo Gamecube",,,,,,,,,,,,
