branchname,DATE,DAY,HOUR,CKO,RENEW,RETURNS,TOTAL_CKO_RENEW_RETURN,CKO_BORROWERS,RENEW_BORROWERS,CKO_AND_RENEW_BORROWERS
"Nortonville Public Library",2023-04-11,Tuesday,"10:00 - 10:59",2,1,4,7,1,1,1
"Nortonville Public Library",2023-04-11,Tuesday,"11:00 - 11:59",1,1,43,45,1,1,1
"Nortonville Public Library",2023-04-11,Tuesday,"12:00 - 12:59",3,0,0,3,1,0,1
"Nortonville Public Library",2023-04-11,Tuesday,"15:00 - 15:59",0,0,1,1,0,0,
"Nortonville Public Library",2023-04-11,Tuesday,"16:00 - 16:59",5,0,3,8,3,0,3
"Nortonville Public Library",2023-04-12,Wednesday,"14:00 - 14:59",3,2,0,5,1,1,2
"Nortonville Public Library",2023-04-12,Wednesday,"15:00 - 15:59",4,0,1,5,1,0,1
"Nortonville Public Library",2023-04-12,Wednesday,"16:00 - 16:59",2,1,12,15,1,1,1
"Nortonville Public Library",2023-04-12,Wednesday,"17:00 - 17:59",1,0,0,1,1,0,1
"Nortonville Public Library",2023-04-13,Thursday,"8:00 - 8:59",0,0,1,1,0,0,
"Nortonville Public Library",2023-04-13,Thursday,"9:00 - 9:59",0,1,11,12,0,1,1
"Nortonville Public Library",2023-04-13,Thursday,"10:00 - 10:59",2,4,20,26,1,1,2
"Nortonville Public Library",2023-04-13,Thursday,"11:00 - 11:59",1,4,0,5,1,1,1
"Nortonville Public Library",2023-04-13,Thursday,"13:00 - 13:59",2,0,0,2,1,0,1
"Nortonville Public Library",2023-04-13,Thursday,"14:00 - 14:59",3,1,4,8,1,1,2
"Nortonville Public Library",2023-04-13,Thursday,"15:00 - 15:59",5,0,2,7,1,0,1
"Nortonville Public Library",2023-04-13,Thursday,"16:00 - 16:59",19,1,13,33,4,1,4
"Nortonville Public Library",2023-04-13,Thursday,"17:00 - 17:59",0,3,0,3,0,1,1
"Nortonville Public Library",2023-04-14,Friday,"8:00 - 8:59",0,0,14,14,0,0,
"Nortonville Public Library",2023-04-14,Friday,"10:00 - 10:59",2,0,1,3,1,0,1
"Nortonville Public Library",2023-04-14,Friday,"11:00 - 11:59",5,0,16,21,1,0,1
"Nortonville Public Library",2023-04-14,Friday,"13:00 - 13:59",2,0,0,2,1,0,1
"Nortonville Public Library",2023-04-14,Friday,"15:00 - 15:59",2,0,4,6,1,0,1
"Nortonville Public Library",2023-04-15,Saturday,"9:00 - 9:59",1,0,3,4,1,0,1
"Nortonville Public Library",2023-04-15,Saturday,"10:00 - 10:59",0,0,4,4,0,0,
"Nortonville Public Library",2023-04-15,Saturday,"11:00 - 11:59",1,0,1,2,1,0,1
"Nortonville Public Library",2023-04-15,Saturday,"14:00 - 14:59",1,0,0,1,1,0,1
"Nortonville Public Library",2023-04-17,Monday,"19:00 - 19:59",0,0,2,2,0,0,
"Nortonville Public Library",2023-04-18,Tuesday,"9:00 - 9:59",0,0,27,27,0,0,
"Nortonville Public Library",2023-04-18,Tuesday,"10:00 - 10:59",0,0,1,1,0,0,
"Nortonville Public Library",2023-04-18,Tuesday,"11:00 - 11:59",9,9,0,18,1,1,1
"Nortonville Public Library",2023-04-18,Tuesday,"12:00 - 12:59",3,0,37,40,1,0,1
"Nortonville Public Library",2023-04-18,Tuesday,"13:00 - 13:59",0,0,2,2,0,0,
"Nortonville Public Library",2023-04-18,Tuesday,"15:00 - 15:59",0,0,3,3,0,0,
"Nortonville Public Library",2023-04-18,Tuesday,"16:00 - 16:59",1,0,0,1,1,0,1
"Nortonville Public Library",2023-04-18,Tuesday,"17:00 - 17:59",0,1,0,1,0,1,1
"Nortonville Public Library",2023-04-19,Wednesday,"14:00 - 14:59",0,3,0,3,0,2,2
"Nortonville Public Library",2023-04-19,Wednesday,"15:00 - 15:59",6,0,5,11,1,0,1
"Nortonville Public Library",2023-04-19,Wednesday,"16:00 - 16:59",7,8,12,27,2,1,2
"Nortonville Public Library",2023-04-19,Wednesday,"17:00 - 17:59",4,0,1,5,1,0,1
"Nortonville Public Library",2023-04-19,Wednesday,"19:00 - 19:59",3,0,0,3,2,0,2
"Nortonville Public Library",2023-04-20,Thursday,"8:00 - 8:59",0,0,12,12,0,0,
"Nortonville Public Library",2023-04-20,Thursday,"9:00 - 9:59",0,0,6,6,0,0,
"Nortonville Public Library",2023-04-20,Thursday,"10:00 - 10:59",1,0,1,2,1,0,1
"Nortonville Public Library",2023-04-20,Thursday,"11:00 - 11:59",4,2,17,23,1,1,2
"Nortonville Public Library",2023-04-20,Thursday,"12:00 - 12:59",6,0,4,10,2,0,2
"Nortonville Public Library",2023-04-20,Thursday,"13:00 - 13:59",2,0,28,30,1,0,1
"Nortonville Public Library",2023-04-20,Thursday,"15:00 - 15:59",11,0,11,22,3,0,3
"Nortonville Public Library",2023-04-20,Thursday,"16:00 - 16:59",0,0,9,9,0,0,
"Nortonville Public Library",2023-04-21,Friday,"8:00 - 8:59",0,0,2,2,0,0,
"Nortonville Public Library",2023-04-21,Friday,"9:00 - 9:59",0,0,17,17,0,0,
"Nortonville Public Library",2023-04-21,Friday,"10:00 - 10:59",2,0,0,2,2,0,2
"Nortonville Public Library",2023-04-21,Friday,"11:00 - 11:59",13,0,15,28,3,0,3
"Nortonville Public Library",2023-04-21,Friday,"12:00 - 12:59",2,0,1,3,1,0,1
"Nortonville Public Library",2023-04-21,Friday,"15:00 - 15:59",7,0,3,10,1,0,1
"Nortonville Public Library",2023-04-21,Friday,"16:00 - 16:59",16,0,0,16,3,0,3
"Nortonville Public Library",2023-04-23,Sunday,"4:00 - 4:59",0,1,0,1,0,1,1
"Nortonville Public Library",2023-04-24,Monday,"11:00 - 11:59",0,7,0,7,0,1,1
"Nortonville Public Library",2023-04-24,Monday,"15:00 - 15:59",2,0,0,2,1,0,1
"Nortonville Public Library",2023-04-25,Tuesday,"9:00 - 9:59",0,0,17,17,0,0,
"Nortonville Public Library",2023-04-25,Tuesday,"10:00 - 10:59",0,0,2,2,0,0,
"Nortonville Public Library",2023-04-25,Tuesday,"11:00 - 11:59",0,1,4,5,0,1,1
"Nortonville Public Library",2023-04-25,Tuesday,"12:00 - 12:59",0,0,29,29,0,0,
"Nortonville Public Library",2023-04-25,Tuesday,"16:00 - 16:59",5,0,0,5,1,0,1
"Nortonville Public Library",2023-04-25,Tuesday,"17:00 - 17:59",1,3,0,4,1,1,1
"Nortonville Public Library",2023-04-26,Wednesday,"11:00 - 11:59",0,0,2,2,0,0,
"Nortonville Public Library",2023-04-26,Wednesday,"15:00 - 15:59",7,1,8,16,1,1,1
"Nortonville Public Library",2023-04-26,Wednesday,"16:00 - 16:59",6,0,0,6,2,0,2
"Nortonville Public Library",2023-04-26,Wednesday,"18:00 - 18:59",0,0,1,1,0,0,
"Nortonville Public Library",2023-04-26,Wednesday,"21:00 - 21:59",0,0,5,5,0,0,
"Nortonville Public Library",2023-04-27,Thursday,"8:00 - 8:59",0,0,6,6,0,0,
"Nortonville Public Library",2023-04-27,Thursday,"12:00 - 12:59",0,0,61,61,0,0,
"Nortonville Public Library",2023-04-27,Thursday,"13:00 - 13:59",9,4,0,13,2,1,3
"Nortonville Public Library",2023-04-27,Thursday,"14:00 - 14:59",1,2,0,3,1,1,1
"Nortonville Public Library",2023-04-27,Thursday,"16:00 - 16:59",11,0,0,11,1,0,1
"Nortonville Public Library",2023-04-28,Friday,"8:00 - 8:59",2,0,6,8,1,0,1
"Nortonville Public Library",2023-04-28,Friday,"9:00 - 9:59",1,0,1,2,1,0,1
"Nortonville Public Library",2023-04-28,Friday,"10:00 - 10:59",0,0,17,17,0,0,
"Nortonville Public Library",2023-04-28,Friday,"12:00 - 12:59",0,0,1,1,0,0,
"Nortonville Public Library",2023-04-28,Friday,"13:00 - 13:59",2,1,1,4,1,1,1
"Nortonville Public Library",2023-04-28,Friday,"14:00 - 14:59",8,0,4,12,1,0,1
"Nortonville Public Library",2023-04-28,Friday,"16:00 - 16:59",2,3,7,12,1,1,1
"Nortonville Public Library",2023-04-29,Saturday,"10:00 - 10:59",1,0,0,1,1,0,1
"Osage City Library",2023-04-03,Monday,"9:00 - 9:59",0,0,3,3,0,0,
"Osage City Library",2023-04-03,Monday,"10:00 - 10:59",25,9,64,98,8,2,9
"Osage City Library",2023-04-03,Monday,"11:00 - 11:59",8,1,13,22,5,1,6
"Osage City Library",2023-04-03,Monday,"12:00 - 12:59",14,0,58,72,5,0,5
"Osage City Library",2023-04-03,Monday,"13:00 - 13:59",6,1,6,13,5,1,6
"Osage City Library",2023-04-03,Monday,"14:00 - 14:59",11,1,23,35,5,1,6
"Osage City Library",2023-04-03,Monday,"15:00 - 15:59",3,0,5,8,1,0,1
"Osage City Library",2023-04-03,Monday,"16:00 - 16:59",9,0,14,23,2,0,2
"Osage City Library",2023-04-03,Monday,"17:00 - 17:59",1,0,6,7,1,0,1
"Osage City Library",2023-04-03,Monday,"18:00 - 18:59",2,0,10,12,2,0,2
"Osage City Library",2023-04-04,Tuesday,"10:00 - 10:59",5,1,31,37,3,1,4
"Osage City Library",2023-04-04,Tuesday,"11:00 - 11:59",2,0,39,41,1,0,1
"Osage City Library",2023-04-04,Tuesday,"12:00 - 12:59",15,2,60,77,7,1,7
"Osage City Library",2023-04-04,Tuesday,"13:00 - 13:59",11,1,5,17,4,1,5
"Osage City Library",2023-04-04,Tuesday,"14:00 - 14:59",11,7,19,37,5,2,5
"Osage City Library",2023-04-04,Tuesday,"15:00 - 15:59",15,1,14,30,12,1,12
"Osage City Library",2023-04-04,Tuesday,"16:00 - 16:59",21,2,16,39,8,1,8
"Osage City Library",2023-04-04,Tuesday,"17:00 - 17:59",12,1,15,28,5,1,5
"Osage City Library",2023-04-04,Tuesday,"18:00 - 18:59",1,0,4,5,1,0,1
"Osage City Library",2023-04-05,Wednesday,"9:00 - 9:59",0,0,20,20,0,0,
"Osage City Library",2023-04-05,Wednesday,"10:00 - 10:59",28,13,23,64,6,2,7
"Osage City Library",2023-04-05,Wednesday,"11:00 - 11:59",7,0,22,29,4,0,4
"Osage City Library",2023-04-05,Wednesday,"12:00 - 12:59",14,0,17,31,6,0,6
"Osage City Library",2023-04-05,Wednesday,"13:00 - 13:59",4,0,16,20,4,0,4
"Osage City Library",2023-04-05,Wednesday,"14:00 - 14:59",7,0,22,29,4,0,4
"Osage City Library",2023-04-05,Wednesday,"15:00 - 15:59",13,2,18,33,5,2,7
"Osage City Library",2023-04-05,Wednesday,"16:00 - 16:59",5,24,17,46,4,3,5
"Osage City Library",2023-04-05,Wednesday,"17:00 - 17:59",5,7,8,20,3,2,3
"Osage City Library",2023-04-05,Wednesday,"18:00 - 18:59",4,3,5,12,4,1,4
"Osage City Library",2023-04-06,Thursday,"10:00 - 10:59",6,0,18,24,3,0,3
"Osage City Library",2023-04-06,Thursday,"11:00 - 11:59",2,0,9,11,2,0,2
"Osage City Library",2023-04-06,Thursday,"12:00 - 12:59",10,0,55,65,2,0,2
"Osage City Library",2023-04-06,Thursday,"13:00 - 13:59",0,0,6,6,0,0,
"Osage City Library",2023-04-06,Thursday,"14:00 - 14:59",0,0,3,3,0,0,
"Osage City Library",2023-04-06,Thursday,"15:00 - 15:59",2,2,11,15,2,2,3
"Osage City Library",2023-04-06,Thursday,"16:00 - 16:59",7,2,11,20,5,1,5
"Osage City Library",2023-04-06,Thursday,"17:00 - 17:59",5,1,9,15,1,1,2
"Osage City Library",2023-04-06,Thursday,"18:00 - 18:59",6,2,23,31,4,1,4
"Osage City Library",2023-04-06,Thursday,"19:00 - 19:59",0,0,1,1,0,0,
"Osage City Library",2023-04-07,Friday,"8:00 - 8:59",0,0,2,2,0,0,
"Osage City Library",2023-04-07,Friday,"9:00 - 9:59",1,0,3,4,1,0,1
"Osage City Library",2023-04-07,Friday,"10:00 - 10:59",7,2,23,32,5,1,5
"Osage City Library",2023-04-07,Friday,"11:00 - 11:59",15,0,45,60,9,0,9
"Osage City Library",2023-04-07,Friday,"12:00 - 12:59",9,0,7,16,3,0,3
"Osage City Library",2023-04-07,Friday,"13:00 - 13:59",3,0,12,15,3,0,3
"Osage City Library",2023-04-07,Friday,"14:00 - 14:59",8,0,8,16,4,0,4
"Osage City Library",2023-04-07,Friday,"15:00 - 15:59",1,0,3,4,1,0,1
"Osage City Library",2023-04-07,Friday,"16:00 - 16:59",14,0,7,21,5,0,5
"Osage City Library",2023-04-08,Saturday,"10:00 - 10:59",3,1,12,16,3,1,3
"Osage City Library",2023-04-08,Saturday,"11:00 - 11:59",3,0,7,10,1,0,1
"Osage City Library",2023-04-08,Saturday,"12:00 - 12:59",2,0,3,5,2,0,2
"Osage City Library",2023-04-10,Monday,"10:00 - 10:59",29,0,61,90,7,0,7
"Osage City Library",2023-04-10,Monday,"11:00 - 11:59",11,0,10,21,7,0,7
"Osage City Library",2023-04-10,Monday,"12:00 - 12:59",3,0,4,7,1,0,1
"Osage City Library",2023-04-10,Monday,"13:00 - 13:59",4,0,3,7,1,0,1
"Osage City Library",2023-04-10,Monday,"14:00 - 14:59",5,0,4,9,3,0,3
"Osage City Library",2023-04-10,Monday,"15:00 - 15:59",6,0,18,24,2,0,2
"Osage City Library",2023-04-10,Monday,"16:00 - 16:59",0,0,1,1,0,0,
"Osage City Library",2023-04-10,Monday,"17:00 - 17:59",2,0,2,4,2,0,2
"Osage City Library",2023-04-10,Monday,"18:00 - 18:59",0,0,2,2,0,0,
"Osage City Library",2023-04-10,Monday,"19:00 - 19:59",1,0,7,8,1,0,1
"Osage City Library",2023-04-11,Tuesday,"9:00 - 9:59",1,6,7,14,1,1,2
"Osage City Library",2023-04-11,Tuesday,"10:00 - 10:59",7,0,20,27,1,0,1
"Osage City Library",2023-04-11,Tuesday,"11:00 - 11:59",21,0,29,50,5,0,5
"Osage City Library",2023-04-11,Tuesday,"12:00 - 12:59",4,1,90,95,2,1,3
"Osage City Library",2023-04-11,Tuesday,"13:00 - 13:59",20,1,26,47,7,1,7
"Osage City Library",2023-04-11,Tuesday,"14:00 - 14:59",11,2,7,20,4,1,4
"Osage City Library",2023-04-11,Tuesday,"15:00 - 15:59",16,1,18,35,10,1,10
"Osage City Library",2023-04-11,Tuesday,"16:00 - 16:59",12,1,23,36,9,1,9
"Osage City Library",2023-04-11,Tuesday,"17:00 - 17:59",9,1,6,16,4,1,5
"Osage City Library",2023-04-11,Tuesday,"18:00 - 18:59",1,0,6,7,1,0,1
"Osage City Library",2023-04-11,Tuesday,"19:00 - 19:59",0,0,2,2,0,0,
"Osage City Library",2023-04-12,Wednesday,"9:00 - 9:59",0,2,12,14,0,1,1
"Osage City Library",2023-04-12,Wednesday,"10:00 - 10:59",32,1,16,49,8,1,9
"Osage City Library",2023-04-12,Wednesday,"11:00 - 11:59",11,0,22,33,7,0,7
"Osage City Library",2023-04-12,Wednesday,"12:00 - 12:59",11,0,37,48,2,0,2
"Osage City Library",2023-04-12,Wednesday,"13:00 - 13:59",5,0,12,17,5,0,5
"Osage City Library",2023-04-12,Wednesday,"14:00 - 14:59",2,0,8,10,2,0,2
"Osage City Library",2023-04-12,Wednesday,"15:00 - 15:59",10,1,9,20,3,1,4
"Osage City Library",2023-04-12,Wednesday,"16:00 - 16:59",13,0,10,23,6,0,6
"Osage City Library",2023-04-12,Wednesday,"17:00 - 17:59",11,0,12,23,3,0,3
"Osage City Library",2023-04-12,Wednesday,"18:00 - 18:59",3,1,7,11,3,1,3
"Osage City Library",2023-04-12,Wednesday,"19:00 - 19:59",5,0,3,8,3,0,3
"Osage City Library",2023-04-13,Thursday,"9:00 - 9:59",0,0,5,5,0,0,
"Osage City Library",2023-04-13,Thursday,"10:00 - 10:59",3,4,12,19,3,1,4
"Osage City Library",2023-04-13,Thursday,"11:00 - 11:59",8,15,63,86,1,2,3
"Osage City Library",2023-04-13,Thursday,"12:00 - 12:59",4,12,7,23,2,1,2
"Osage City Library",2023-04-13,Thursday,"13:00 - 13:59",1,3,14,18,1,1,2
"Osage City Library",2023-04-13,Thursday,"14:00 - 14:59",8,5,5,18,6,2,7
"Osage City Library",2023-04-13,Thursday,"15:00 - 15:59",2,0,2,4,2,0,2
"Osage City Library",2023-04-13,Thursday,"16:00 - 16:59",7,1,3,11,5,1,5
"Osage City Library",2023-04-13,Thursday,"17:00 - 17:59",5,0,7,12,2,0,2
"Osage City Library",2023-04-13,Thursday,"18:00 - 18:59",7,1,11,19,5,1,5
"Osage City Library",2023-04-14,Friday,"8:00 - 8:59",0,0,5,5,0,0,
"Osage City Library",2023-04-14,Friday,"9:00 - 9:59",3,0,5,8,2,0,2
"Osage City Library",2023-04-14,Friday,"10:00 - 10:59",8,0,6,14,2,0,2
"Osage City Library",2023-04-14,Friday,"11:00 - 11:59",17,2,13,32,7,2,8
"Osage City Library",2023-04-14,Friday,"12:00 - 12:59",3,0,30,33,3,0,3
"Osage City Library",2023-04-14,Friday,"13:00 - 13:59",19,2,12,33,9,1,10
"Osage City Library",2023-04-14,Friday,"14:00 - 14:59",14,0,27,41,7,0,7
"Osage City Library",2023-04-14,Friday,"15:00 - 15:59",9,0,4,13,3,0,3
"Osage City Library",2023-04-14,Friday,"16:00 - 16:59",2,0,3,5,2,0,2
"Osage City Library",2023-04-15,Saturday,"10:00 - 10:59",16,1,19,36,10,1,10
"Osage City Library",2023-04-15,Saturday,"11:00 - 11:59",16,0,21,37,3,0,3
"Osage City Library",2023-04-15,Saturday,"12:00 - 12:59",5,0,3,8,3,0,3
"Osage City Library",2023-04-15,Saturday,"13:00 - 13:59",2,0,5,7,1,0,1
"Osage City Library",2023-04-15,Saturday,"21:00 - 21:59",0,1,0,1,0,1,1
"Osage City Library",2023-04-17,Monday,"9:00 - 9:59",0,0,2,2,0,0,
"Osage City Library",2023-04-17,Monday,"10:00 - 10:59",2,0,19,21,2,0,2
"Osage City Library",2023-04-17,Monday,"11:00 - 11:59",7,0,13,20,3,0,3
"Osage City Library",2023-04-17,Monday,"12:00 - 12:59",7,0,36,43,3,0,3
"Osage City Library",2023-04-17,Monday,"13:00 - 13:59",12,2,16,30,5,2,6
"Osage City Library",2023-04-17,Monday,"14:00 - 14:59",1,0,2,3,1,0,1
"Osage City Library",2023-04-17,Monday,"15:00 - 15:59",23,3,27,53,7,2,8
"Osage City Library",2023-04-17,Monday,"16:00 - 16:59",13,0,11,24,6,0,6
"Osage City Library",2023-04-17,Monday,"17:00 - 17:59",0,0,4,4,0,0,
"Osage City Library",2023-04-17,Monday,"18:00 - 18:59",1,0,6,7,1,0,1
"Osage City Library",2023-04-17,Monday,"19:00 - 19:59",7,0,5,12,4,0,4
"Osage City Library",2023-04-17,Monday,"22:00 - 22:59",0,1,0,1,0,1,1
"Osage City Library",2023-04-18,Tuesday,"10:00 - 10:59",13,2,37,52,5,1,5
"Osage City Library",2023-04-18,Tuesday,"11:00 - 11:59",5,0,12,17,3,0,3
"Osage City Library",2023-04-18,Tuesday,"12:00 - 12:59",8,0,43,51,2,0,2
"Osage City Library",2023-04-18,Tuesday,"13:00 - 13:59",22,0,13,35,5,0,5
"Osage City Library",2023-04-18,Tuesday,"14:00 - 14:59",12,0,18,30,4,0,4
"Osage City Library",2023-04-18,Tuesday,"15:00 - 15:59",11,1,9,21,10,1,10
"Osage City Library",2023-04-18,Tuesday,"16:00 - 16:59",8,15,4,27,4,1,4
"Osage City Library",2023-04-18,Tuesday,"17:00 - 17:59",5,0,14,19,4,0,4
"Osage City Library",2023-04-18,Tuesday,"18:00 - 18:59",4,0,11,15,3,0,3
"Osage City Library",2023-04-18,Tuesday,"19:00 - 19:59",1,0,0,1,1,0,1
"Osage City Library",2023-04-19,Wednesday,"9:00 - 9:59",0,0,32,32,0,0,
"Osage City Library",2023-04-19,Wednesday,"10:00 - 10:59",22,0,30,52,5,0,5
"Osage City Library",2023-04-19,Wednesday,"11:00 - 11:59",7,0,34,41,4,0,4
"Osage City Library",2023-04-19,Wednesday,"12:00 - 12:59",7,0,43,50,5,0,5
"Osage City Library",2023-04-19,Wednesday,"13:00 - 13:59",10,0,16,26,5,0,5
"Osage City Library",2023-04-19,Wednesday,"14:00 - 14:59",12,4,17,33,7,3,8
"Osage City Library",2023-04-19,Wednesday,"15:00 - 15:59",32,3,15,50,6,2,6
"Osage City Library",2023-04-19,Wednesday,"16:00 - 16:59",9,1,12,22,4,1,4
"Osage City Library",2023-04-19,Wednesday,"17:00 - 17:59",5,1,10,16,2,1,2
"Osage City Library",2023-04-19,Wednesday,"18:00 - 18:59",10,1,8,19,4,1,5
"Osage City Library",2023-04-19,Wednesday,"19:00 - 19:59",1,0,0,1,1,0,1
"Osage City Library",2023-04-20,Thursday,"9:00 - 9:59",3,0,3,6,1,0,1
"Osage City Library",2023-04-20,Thursday,"10:00 - 10:59",2,0,26,28,2,0,2
"Osage City Library",2023-04-20,Thursday,"11:00 - 11:59",23,0,7,30,5,0,5
"Osage City Library",2023-04-20,Thursday,"12:00 - 12:59",10,1,50,61,6,1,7
"Osage City Library",2023-04-20,Thursday,"13:00 - 13:59",5,0,8,13,3,0,3
"Osage City Library",2023-04-20,Thursday,"14:00 - 14:59",7,0,7,14,3,0,3
"Osage City Library",2023-04-20,Thursday,"15:00 - 15:59",4,1,6,11,2,1,3
"Osage City Library",2023-04-20,Thursday,"16:00 - 16:59",19,0,20,39,8,0,8
"Osage City Library",2023-04-20,Thursday,"17:00 - 17:59",9,0,5,14,4,0,4
"Osage City Library",2023-04-20,Thursday,"18:00 - 18:59",0,0,2,2,0,0,
"Osage City Library",2023-04-21,Friday,"9:00 - 9:59",0,0,1,1,0,0,
"Osage City Library",2023-04-21,Friday,"11:00 - 11:59",7,0,42,49,2,0,2
"Osage City Library",2023-04-21,Friday,"12:00 - 12:59",0,0,10,10,0,0,
"Osage City Library",2023-04-21,Friday,"13:00 - 13:59",9,0,15,24,5,0,5
"Osage City Library",2023-04-21,Friday,"14:00 - 14:59",3,0,5,8,1,0,1
"Osage City Library",2023-04-21,Friday,"15:00 - 15:59",1,1,14,16,1,1,2
"Osage City Library",2023-04-21,Friday,"16:00 - 16:59",20,0,6,26,3,0,3
"Osage City Library",2023-04-22,Saturday,"9:00 - 9:59",1,1,2,4,1,1,1
"Osage City Library",2023-04-22,Saturday,"10:00 - 10:59",3,0,9,12,3,0,3
"Osage City Library",2023-04-22,Saturday,"11:00 - 11:59",7,0,5,12,3,0,3
"Osage City Library",2023-04-22,Saturday,"12:00 - 12:59",3,0,1,4,2,0,2
"Osage City Library",2023-04-22,Saturday,"13:00 - 13:59",9,0,22,31,5,0,5
"Osage City Library",2023-04-23,Sunday,"13:00 - 13:59",0,0,9,9,0,0,
"Osage City Library",2023-04-24,Monday,"9:00 - 9:59",16,0,26,42,1,0,1
"Osage City Library",2023-04-24,Monday,"10:00 - 10:59",9,0,28,37,6,0,6
"Osage City Library",2023-04-24,Monday,"11:00 - 11:59",17,3,43,63,6,1,7
"Osage City Library",2023-04-24,Monday,"12:00 - 12:59",17,0,13,30,3,0,3
"Osage City Library",2023-04-24,Monday,"13:00 - 13:59",3,1,7,11,2,1,2
"Osage City Library",2023-04-24,Monday,"14:00 - 14:59",14,1,9,24,3,1,3
"Osage City Library",2023-04-24,Monday,"15:00 - 15:59",19,0,29,48,8,0,8
"Osage City Library",2023-04-24,Monday,"16:00 - 16:59",32,0,10,42,4,0,4
"Osage City Library",2023-04-24,Monday,"17:00 - 17:59",3,0,4,7,1,0,1
"Osage City Library",2023-04-25,Tuesday,"9:00 - 9:59",2,0,8,10,1,0,1
"Osage City Library",2023-04-25,Tuesday,"10:00 - 10:59",8,1,33,42,4,1,5
"Osage City Library",2023-04-25,Tuesday,"11:00 - 11:59",38,1,30,69,8,1,8
"Osage City Library",2023-04-25,Tuesday,"12:00 - 12:59",20,2,41,63,5,1,5
"Osage City Library",2023-04-25,Tuesday,"13:00 - 13:59",10,0,28,38,5,0,5
"Osage City Library",2023-04-25,Tuesday,"14:00 - 14:59",6,0,21,27,4,0,4
"Osage City Library",2023-04-25,Tuesday,"15:00 - 15:59",7,0,8,15,6,0,6
"Osage City Library",2023-04-25,Tuesday,"16:00 - 16:59",13,1,4,18,5,1,5
"Osage City Library",2023-04-25,Tuesday,"17:00 - 17:59",3,0,3,6,3,0,3
"Osage City Library",2023-04-25,Tuesday,"18:00 - 18:59",8,7,14,29,4,1,5
"Osage City Library",2023-04-26,Wednesday,"9:00 - 9:59",0,0,22,22,0,0,
"Osage City Library",2023-04-26,Wednesday,"10:00 - 10:59",24,0,7,31,5,0,5
"Osage City Library",2023-04-26,Wednesday,"11:00 - 11:59",7,0,43,50,3,0,3
"Osage City Library",2023-04-26,Wednesday,"12:00 - 12:59",21,0,25,46,4,0,4
"Osage City Library",2023-04-26,Wednesday,"13:00 - 13:59",5,0,24,29,2,0,2
"Osage City Library",2023-04-26,Wednesday,"14:00 - 14:59",3,0,2,5,3,0,3
"Osage City Library",2023-04-26,Wednesday,"15:00 - 15:59",16,1,18,35,7,1,8
"Osage City Library",2023-04-26,Wednesday,"16:00 - 16:59",2,0,2,4,1,0,1
"Osage City Library",2023-04-26,Wednesday,"17:00 - 17:59",3,0,5,8,1,0,1
"Osage City Library",2023-04-26,Wednesday,"18:00 - 18:59",7,0,9,16,3,0,3
"Osage City Library",2023-04-26,Wednesday,"19:00 - 19:59",0,0,1,1,0,0,
"Osage City Library",2023-04-27,Thursday,"9:00 - 9:59",0,0,1,1,0,0,
"Osage City Library",2023-04-27,Thursday,"10:00 - 10:59",9,1,18,28,3,1,4
"Osage City Library",2023-04-27,Thursday,"11:00 - 11:59",10,4,3,17,5,1,5
"Osage City Library",2023-04-27,Thursday,"12:00 - 12:59",8,0,18,26,4,0,4
"Osage City Library",2023-04-27,Thursday,"13:00 - 13:59",12,0,25,37,4,0,4
"Osage City Library",2023-04-27,Thursday,"14:00 - 14:59",9,1,15,25,5,1,5
"Osage City Library",2023-04-27,Thursday,"15:00 - 15:59",18,5,43,66,11,2,11
"Osage City Library",2023-04-27,Thursday,"16:00 - 16:59",19,2,11,32,8,1,8
"Osage City Library",2023-04-27,Thursday,"17:00 - 17:59",13,0,1,14,4,0,4
"Osage City Library",2023-04-27,Thursday,"18:00 - 18:59",1,0,6,7,1,0,1
"Osage City Library",2023-04-27,Thursday,"19:00 - 19:59",1,0,1,2,1,0,1
"Osage City Library",2023-04-28,Friday,"9:00 - 9:59",0,0,2,2,0,0,
"Osage City Library",2023-04-28,Friday,"10:00 - 10:59",7,0,7,14,4,0,4
"Osage City Library",2023-04-28,Friday,"11:00 - 11:59",8,2,1,11,3,1,4
"Osage City Library",2023-04-28,Friday,"12:00 - 12:59",0,0,4,4,0,0,
"Osage City Library",2023-04-28,Friday,"13:00 - 13:59",33,7,9,49,5,1,5
"Osage City Library",2023-04-28,Friday,"14:00 - 14:59",5,0,18,23,4,0,4
"Osage City Library",2023-04-28,Friday,"15:00 - 15:59",3,0,4,7,1,0,1
"Osage City Library",2023-04-28,Friday,"16:00 - 16:59",3,3,5,11,3,1,3
"Osage City Library",2023-04-29,Saturday,"9:00 - 9:59",0,0,7,7,0,0,
"Osage City Library",2023-04-29,Saturday,"10:00 - 10:59",13,1,13,27,7,1,7
"Osage City Library",2023-04-29,Saturday,"11:00 - 11:59",10,4,27,41,3,2,5
"Osage City Library",2023-04-29,Saturday,"12:00 - 12:59",11,0,6,17,4,0,4
"Osage City Library",2023-04-29,Saturday,"13:00 - 13:59",7,0,5,12,5,0,5
"Osage City Library",2023-04-30,Sunday,"11:00 - 11:59",0,6,0,6,0,1,1
"Osawatomie Public Library",2023-04-01,Saturday,"9:00 - 9:59",3,0,5,8,2,0,2
"Osawatomie Public Library",2023-04-01,Saturday,"10:00 - 10:59",2,0,4,6,1,0,1
